d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,730086.42,751968.35
1_facilities_and_construction,2018-2019,663905.64,677331.19
1_facilities_and_construction,2019-2020,2696.42,2674.92
1_facilities_and_construction,2020-2021,66600.09,62925.42
1_facilities_and_construction,2021-2022,1319077.64,1230000.54
1_facilities_and_construction,2022-2023,601400.40,537910.67
2_professional_services,2019-2020,105927.22,104921.98
2_professional_services,2020-2021,120072.78,114347.79
3_information_technology,2018-2019,16259.34,16411.23
3_information_technology,2022-2023,12610.80,11253.28
6_industrial_products_and_services,2017-2018,17279.96,17801.78
6_industrial_products_and_services,2018-2019,10563.09,10805.97
6_industrial_products_and_services,2021-2022,17437.65,15763.36
