d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,105154.13467828797
1_facilities_and_construction,2018-2019,405166.5907129288
1_facilities_and_construction,2019-2020,153286.78910592143
1_facilities_and_construction,2020-2021,126695.47
10_office_management,2017-2018,1251457.6423524064
10_office_management,2018-2019,2194632.122100531
10_office_management,2019-2020,1333430.7782329433
10_office_management,2020-2021,590913.3890525921
2_professional_services,2017-2018,13879606.194688838
2_professional_services,2018-2019,19335971.26933174
2_professional_services,2019-2020,14173592.158110296
2_professional_services,2020-2021,8149205.4855780825
3_information_technology,2017-2018,20915301.264109023
3_information_technology,2018-2019,10705735.179468531
3_information_technology,2019-2020,14108444.69056429
3_information_technology,2020-2021,17613341.21800417
5_transportation_and_logistics,2017-2018,462748.45555325714
5_transportation_and_logistics,2018-2019,475460.65685989574
5_transportation_and_logistics,2019-2020,587303.7548049281
5_transportation_and_logistics,2020-2021,575992.1878608196
6_industrial_products_and_services,2017-2018,674306.8227777778
6_industrial_products_and_services,2018-2019,236549.43898685652
6_industrial_products_and_services,2019-2020,432759.0956407448
6_industrial_products_and_services,2020-2021,2353052.4683594615
7_travel,2017-2018,41888.28
7_travel,2018-2019,16631.67691292876
7_travel,2019-2020,33141.433087071244
8_security_and_protection,2017-2018,3201846.867272727
8_security_and_protection,2018-2019,3391151.0727272728
8_security_and_protection,2019-2020,4114303.64
8_security_and_protection,2020-2021,2591174.94
9_human_capital,2017-2018,1016399.8590712863
9_human_capital,2018-2019,1222633.399002634
9_human_capital,2019-2020,1238742.3549690696
9_human_capital,2020-2021,896615.5184999601
