d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,19420558.33
MINDWIRE SYSTEMS,11460960.93
"NAUT MAWT TRIBAL COUNCIL",10769981.50
NORTHERN MICRO,8933720.07
ADRM TECHNOLOGY CONSULTING,7761106.78
SYNERSOLUTIONS TECHNOLOGIES,7736094.55
MICROSOFT CANADA,6777810.83
CISION CANADA,5544978.59
MCCARTHY TETRAULT,5320766.60
CBC,4152473.15
IBISKA TELECOM,3715450.69
COFOMO,3701792.13
I4C INFORMATION TECHNOLOGY,3392240.19
SI SYSTEMS,3254031.86
ELEMENTAL DATA COLLECTION,3007190.90
EXCEL HUMAN RESOURCES,2875431.37
COX AND PALMER,2525733.00
DELOITTE,2426927.70
HALIFAX CONVENTION CENTRE CORPORATI,2200176.95
PRICEWATERHOUSE COOPERS,2073807.66
TEKSYSTEMS CANADA,2053745.62
APPLIED ELECTONICS,1921557.16
NISHA TECHONOLOGIES,1907223.59
MODIS CANADA,1811554.37
L3HARRIS,1606617.08
IPSOS,1571450.45
TEKNION,1545073.32
NEWFOUND RECRUITING,1324420.80
XEROX,1195256.47
SIMPLEX GRINNELL,1000987.60
CGI,954755.46
ADVANCED CHIPPEWA TECHNOLOGIES,946733.96
PRINTERS PLUS,941957.95
MEDIA Q,921498.46
FACTIVA,861894.34
COMNET NETWORKS AND SECURITY,840859.08
EKOS RESEARCH ASSOCIATES,827176.08
NUIX NORTH AMERICA,755938.05
ROGERS,753826.43
QUINTET CONSULTING,737054.94
BELL CANADA,729726.95
RICOH,700334.44
SOFTCHOICE,646320.66
SOFTSIM TECHNOLOGIES,637371.97
EBSCO CANADA,625721.77
ENVIRONICS RESEARCH GROUP,620935.00
THE VCAN GROUP,611843.61
KONICA MINOLTA BUSINESS SOLUTIONS,607829.19
ARI FINANCIAL SERVICES,600662.38
CDW CANADA,571875.25
TOTEM OFFISOURCE,570408.07
DELL COMPUTER,521062.76
LEGER MARKETING,493390.21
IRON MOUNTAIN,459233.03
FORD MOTOR COMPANY,444064.02
GENERAL DYNAMICS,439602.10
KORN FERRY CA,408111.20
ALTIS HUMAN RESOURCES,397147.93
ITEX,391319.00
MARKIDO,382688.60
INTERNATIONAL REPORTING,374658.56
KNOWLEDGE CIRCLE LEARNING SERVICES,366015.95
LINOVATI,361959.03
ADVANCED BUSINESS INTERIORS,348324.62
WPP GROUP CANADA COMMUNICATIONS,335790.80
DYNAMIC PERSONNEL CONSULTANTS,331437.99
NOVA NETWORKS,328920.67
IBM CANADA,325090.91
LUMINA IT,314384.63
OPENFRAME TECHNOLOGIES,286111.36
ECLIPSYS SOLUTIONS,279624.89
EVALUATION PERSONNEL SELECTION,279194.75
COMPUGEN,267920.93
MAVERIN BUSINESS SERVICES,236170.00
FEDERAL EXPRESS CANADA,228016.78
MELTWATER,209473.76
UNIVERSITY OF TORONTO,206035.73
CBCI TELECOM,202471.28
MAVERIN,200021.53
INTERACTIVE AUDIO VISUAL,195593.01
FAST FORWARD FRENCH,194633.68
ADGA GROUP,194236.32
ECONOMIST INTELLIGENCE UNIT,190165.74
AVI SPL,189678.19
TOSHIBA CANADA,187969.06
RHEA,184540.30
INSTITUTE ON GOVERNANCE,182036.75
HYPERTEC,178136.03
CONFERENCE BOARD OF CANADA,174946.40
LIONBRIDGE,168790.00
WORKDYNAMICS TECHNOLOGIES,166876.39
GARTNER,166086.96
CARAHSOFT TECHNOLOGY,156115.97
"NATIONAL ARTS CENTRE",154608.92
MNP,149560.00
TELUS CANADA,135468.53
A NET SOLUTIONS,121127.23
GARDA SECURITY GROUP,115641.67
RANDSTAD,113000.00
LOWE MARTIN COMPANY,111611.39
FMC PROFESSIONALS,111014.03
RAYMOND CHABOT GRANT THORNTON,108790.75
SAMSON ASSOCIES,107698.62
TAG HR,103274.38
EBERHARD VON HUENE ASSOCIATES,102676.94
GLOBAL UPHOLSTERY,100788.83
ECOLE DE LANGUES ABCE,96790.75
VIDCRUITER,96386.74
TRM TECHNOLOGIES,91982.00
QMR,89272.26
INSIGHT SOFTWARE CANADA,88425.10
SOLIDCAD,79516.58
BDO CANADA,73981.37
OPEN STORAGE SOLUTIONS,72272.45
SUPREMEX,71009.23
CORADIX TECHNOLOGY CONSULTING,65447.34
DYNABOOK CANADA,62586.20
CONTRACT COMMUNITY,62263.00
UNIVERSITY OF OTTAWA,61924.00
SHI CANADA,61367.78
IPSS,61140.28
LEXISNEXIS CANADA,60786.09
PURESPIRIT SOLUTIONS,56596.03
ASOKAN BUSINESS INTERIORS,55338.31
TOYOTA,55243.41
BRADLEY AIR SERVICES,55120.32
GOSS GILROY,53361.43
GRAYBRIDGE INTERNATIONAL CONSULTING,52444.43
TURTLE ISLAND STAFFING,52375.33
ARTEMP PERSONNEL SERVICES,49569.15
GRANICUS CANADA HOLDINGS,47832.39
THE RIGHT DOOR CONSULTING,47714.25
GLOBAL KNOWLEDGE,47460.00
HORIZANT,45917.55
NITAM SOLUTIONS,42350.59
CIVIX,40000.00
GLOBE AND MAIL,39543.12
WINDREACH CONSULTING SERVICES,38985.00
BEVA GLOBAL MANAGEMENT,38747.70
AON REED STENHOUSE,36547.92
SOLID CADDGROUP,36160.00
NIMBLE INFORMATION STRATEGIES,36040.11
MULTISHRED,34485.34
FAST TRACK STAFFING,32792.65
FOX TRANSLATIONS,32388.63
THINKPOINT,32272.80
ORACLE CANADA,30493.74
INTEGRA NETWORKS,30464.80
FCA CANADA,30025.69
NUA OFFICE,29104.28
ECOLE DE LANGUES LA CITE,29021.30
SOLOTECH,27341.85
MISHKUMI TECHNOLOGIES,27063.74
THOMSON REUTERS,27040.22
MCKINSEY AND COMPANY,24747.00
QUADBRIDGE,24747.00
SYSTEMSCOPE,24464.50
HYPERACTIVE PRODUCTIONS,24393.67
BRECKENHILL,24365.63
LANSDOWNE TECHNOLOGIES,24323.25
INFO TECH RESEARCH GROUP,23962.19
MGIS,23827.79
THE KTL GROUP,23805.12
LEAN AGILITY,23391.00
THE MASHA KRUPP TRANSLATION GROUP,22679.10
ZYCOM,22672.32
GOVERNMENT OF SASKATCHEWAN,21853.50
MORNEAU SHEPELL,21146.16
LAURENTIAN TECHNOLOGIES,21025.35
KPMG,20927.98
GENESIS INTEGRATION,20771.44
PITNEY BOWES,20430.26
ST JOSEPH PRINT GROUP,19515.32
QUANTUM MANAGEMENT SERVICES,18645.00
6854265 CANADA,18294.70
PROTAK CONSULTING GROUP,17883.87
OTTAWA BUSINESS INTERIORS,16753.57
COSSETTE COMMUNICATIONS,16272.00
ALLSEATING,15753.15
CANON,14871.94
DECISIVE GROUP,13883.07
PURELOGIC,11258.19
BERLITZ CANADA,11232.00
TLD CANADA,10412.32
UNIVERSITE DE SHERBROOKE,9293.24
