d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,8117.72,7932.43
2_professional_services,2020-2021,10259.89,9691.80
2_professional_services,2022-2023,4340.72,3844.50
3_information_technology,2017-2018,13300.00,13700.41
3_information_technology,2018-2019,10985.86,11182.94
3_information_technology,2019-2020,7447.17,7277.19
3_information_technology,2020-2021,6571.03,6207.19
9_human_capital,2017-2018,813915.65,838475.32
9_human_capital,2018-2019,877299.70,893837.19
9_human_capital,2019-2020,727669.72,721101.09
9_human_capital,2020-2021,505395.24,480213.41
9_human_capital,2021-2022,713535.79,659287.92
9_human_capital,2022-2023,1873520.22,1673303.32
