d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,367518.39,378878.77
it_consulting_services,2020-2021,378621.16,360310.73
it_consulting_services,2021-2022,351037.74,326368.80
it_consulting_services,2022-2023,10482.75,9380.01
it_devices_equipment,2019-2020,348980.28,350060.24
it_software_licensing,2017-2018,256203.45,264043.84
it_software_licensing,2018-2019,395428.47,403204.18
it_software_licensing,2019-2020,135424.11,134353.23
it_software_licensing,2020-2021,379218.40,361130.21
it_software_licensing,2021-2022,502765.45,473883.71
it_software_licensing,2022-2023,529759.82,477252.94
