d_fiscal_year,total,total_constant_2019_dollars
2017-2018,429767.37,443153.24
2018-2019,43010.00,43497.95
2020-2021,45616.67,42983.48
2021-2022,228083.33,212054.93
2022-2023,3015448.82,2694427.77
