d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2811179.04,2898059.69
it_consulting_services,2018-2019,4042812.62,4118670.65
it_consulting_services,2019-2020,4996112.94,4951937.11
it_consulting_services,2020-2021,6518548.59,6208316.79
it_consulting_services,2021-2022,3196657.79,2974831.66
it_consulting_services,2022-2023,3235414.31,2889799.22
it_software_licensing,2017-2018,200935.18,206768.54
it_software_licensing,2018-2019,146737.35,149549.30
it_software_licensing,2021-2022,29865.13,27533.08
it_software_licensing,2022-2023,7559.23,6827.98
