d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,149330.36,153907.23
11_defence,2018-2019,254685.17,259219.45
11_defence,2019-2020,43479.76,43574.72
11_defence,2021-2022,72827.89,67312.99
2_professional_services,2017-2018,306400.26,315535.11
2_professional_services,2018-2019,309144.94,314294.81
2_professional_services,2019-2020,426624.87,423773.23
2_professional_services,2020-2021,485575.49,463013.44
2_professional_services,2021-2022,991642.51,926218.28
3_information_technology,2017-2018,3012114.22,3104069.70
3_information_technology,2018-2019,4186872.48,4261849.56
3_information_technology,2019-2020,4961114.28,4916738.57
3_information_technology,2020-2021,6483645.55,6182362.59
3_information_technology,2021-2022,3178607.99,2977199.99
9_human_capital,2021-2022,34271.00,32653.70
