owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,672772.16
cbsa-asfc,2018-2019,672772.16
cbsa-asfc,2019-2020,674615.37
cbsa-asfc,2020-2021,672772.16
cfia-acia,2018-2019,1034366.66
cfia-acia,2019-2020,1522663.64
cfia-acia,2020-2021,1614650.41
cihr-irsc,2017-2018,72765.65
cihr-irsc,2018-2019,146737.35
cnsc-ccsn,2020-2021,13249.33
cra-arc,2017-2018,24365.63
cra-arc,2020-2021,165016.09
dfatd-maecd,2017-2018,1242928.16
dfatd-maecd,2018-2019,1473275.18
dfatd-maecd,2019-2020,1245579.89
dfatd-maecd,2020-2021,1237915.08
dfo-mpo,2019-2020,165697.21
dfo-mpo,2020-2021,753660.40
dnd-mdn,2017-2018,319070.07
dnd-mdn,2018-2019,436601.51
dnd-mdn,2019-2020,79342.70
dnd-mdn,2020-2021,178082.82
feddevontario,2020-2021,12076.36
hc-sc,2018-2019,26501.19
hc-sc,2019-2020,53434.74
hc-sc,2020-2021,107488.26
ic,2017-2018,128169.53
ic,2018-2019,12382.32
ic,2019-2020,161854.55
ic,2020-2021,161412.32
infc,2017-2018,36448.87
infc,2018-2019,181442.16
infc,2019-2020,132027.30
irb-cisr,2018-2019,84677.63
irb-cisr,2019-2020,227882.45
irb-cisr,2020-2021,238360.98
nrcan-rncan,2017-2018,45822.35
nrcan-rncan,2018-2019,489086.91
nrcan-rncan,2019-2020,594777.85
nrcan-rncan,2020-2021,504501.07
nserc-crsng,2020-2021,310750.00
ocol-clo,2018-2019,49145.95
ocol-clo,2019-2020,149231.79
pco-bcp,2017-2018,827640.00
pco-bcp,2018-2019,85380.87
pco-bcp,2019-2020,266908.64
pco-bcp,2020-2021,144491.29
phac-aspc,2017-2018,74338.88
phac-aspc,2018-2019,33472.70
phac-aspc,2019-2020,33564.41
phac-aspc,2020-2021,12560.85
ps-sp,2017-2018,0.00
ssc-spc,2020-2021,363297.58
tbs-sct,2020-2021,473897.39
tc,2018-2019,24860.00
tsb-bst,2019-2020,98717.54
wage,2019-2020,24920.83
wage,2020-2021,5038.66
