d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,811148.63,769327.26
1_facilities_and_construction,2017-2018,597773.53,615923.30
1_facilities_and_construction,2018-2019,920870.62,935967.13
1_facilities_and_construction,2019-2020,626009.54,621238.06
1_facilities_and_construction,2021-2022,178109.22,165972.49
2_professional_services,2017-2018,19335.86,19947.94
2_professional_services,2020-2021,4923.39,4669.55
2_professional_services,2021-2022,7066.51,6720.52
6_industrial_products_and_services,2017-2018,279090.00,288254.41
6_industrial_products_and_services,2018-2019,116843.01,118059.81
6_industrial_products_and_services,2019-2020,1780272.54,1756173.08
6_industrial_products_and_services,2020-2021,621579.45,593801.78
6_industrial_products_and_services,2021-2022,6111.75,5581.96
