owner_org,d_fiscal_year,total
cic,2017-2018,30850.2
cic,2018-2019,135529.01810577774
cic,2019-2020,21658.841894222285
cra-arc,2018-2019,2732.6186456908345
cra-arc,2019-2020,8265.606812585498
cra-arc,2020-2021,5510.404541723666
ec,2018-2019,93345.66154582764
ec,2019-2020,11513.228454172367
ec,2020-2021,27195.801526717558
hc-sc,2018-2019,19167.75
irb-cisr,2019-2020,20824.829999999998
pc,2017-2018,166342.19285714286
pc,2020-2021,104539.45833802815
phac-aspc,2020-2021,5757404.8
