d_fiscal_year,total,total_constant_2019_dollars
2017-2018,21364692.82,21915248.78
2018-2019,23688152.58,24057835.87
2019-2020,23181767.49,23007847.34
2020-2021,71988602.39,68462437.74
2021-2022,77159294.89,60262245.86
