owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2019-2020,170803.49,166904.88
dfo-mpo,2020-2021,760494.42,721940.45
dnd-mdn,2020-2021,42812.15,40340.86
dnd-mdn,2021-2022,588421.90,549168.23
dnd-mdn,2022-2023,85480.94,77211.88
rcmp-grc,2020-2021,137280.80,129356.37
rcmp-grc,2021-2022,1670249.77,1552874.07
