d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,14076.62,14539.03
1_facilities_and_construction,2018-2019,17634.80,17875.44
1_facilities_and_construction,2019-2020,192293.71,192218.59
1_facilities_and_construction,2020-2021,4924.60,4967.68
1_facilities_and_construction,2021-2022,21499.86,12768.77
11_defence,2017-2018,1585878.17,1626472.54
11_defence,2018-2019,856254.31,866929.31
11_defence,2019-2020,256885.46,256516.27
11_defence,2020-2021,176792.93,173364.05
11_defence,2021-2022,120996.34,110135.70
3_information_technology,2017-2018,24673.06,25318.81
5_transportation_and_logistics,2017-2018,11245.25,11467.36
5_transportation_and_logistics,2021-2022,1973.96,134.08
6_industrial_products_and_services,2017-2018,436381.31,446477.03
6_industrial_products_and_services,2018-2019,1472702.84,1491863.69
6_industrial_products_and_services,2019-2020,253124.94,252710.89
6_industrial_products_and_services,2020-2021,155714.90,152830.49
6_industrial_products_and_services,2021-2022,20099.97,15268.75
