d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,34392.8
11_defence,2017-2018,0
11_defence,2018-2019,0
11_defence,2019-2020,0
2_professional_services,2018-2019,15178.230000000001
5_transportation_and_logistics,2017-2018,45563773.32475
5_transportation_and_logistics,2018-2019,830211.78
5_transportation_and_logistics,2019-2020,2877406.0963043477
5_transportation_and_logistics,2020-2021,8235531.935397435
6_industrial_products_and_services,2017-2018,18963.7
6_industrial_products_and_services,2019-2020,11804.720000000001
9_human_capital,2018-2019,4426.99890410959
9_human_capital,2019-2020,65333.83109589042
