d_fiscal_year,total,total_constant_2019_dollars
2017-2018,115059608.68,118039099.75
2018-2019,70326688.67,71419327.62
2019-2020,72656156.70,72026477.47
2020-2021,8235531.94,7838214.54
2021-2022,22072534.14,20289262.37
