d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,349751.54,360446.83
1_facilities_and_construction,2018-2019,86999.14,89238.70
1_facilities_and_construction,2019-2020,180388.24,179690.66
1_facilities_and_construction,2020-2021,284168.12,270428.24
1_facilities_and_construction,2021-2022,963330.14,896009.79
1_facilities_and_construction,2022-2023,636257.51,564765.60
2_professional_services,2018-2019,74574.18,76565.07
2_professional_services,2019-2020,3732.80,3703.02
2_professional_services,2020-2021,37118.60,35013.35
2_professional_services,2021-2022,68485.20,63618.55
2_professional_services,2022-2023,168425.96,150582.53
