owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,106878.06999999999
aandc-aadnc,2018-2019,32281.809999999998
aandc-aadnc,2019-2020,23043.4
aandc-aadnc,2020-2021,69287.3
dfo-mpo,2018-2019,14278.240000000002
dfo-mpo,2019-2020,20290.86
dnd-mdn,2020-2021,234751.19787985866
ec,2017-2018,531227.9886649555
ec,2018-2019,644363.4175645527
ec,2019-2020,792245.2942052744
ec,2020-2021,689851.7195652174
nrcan-rncan,2018-2019,54483.02
nrcan-rncan,2019-2020,160084.68
nrcan-rncan,2020-2021,188876.1
pc,2017-2018,122829.81999999999
pc,2018-2019,70989.66
pc,2019-2020,123143.46
pc,2020-2021,38036.909999999996
pwgsc-tpsgc,2017-2018,116766.54
pwgsc-tpsgc,2019-2020,60369.01
pwgsc-tpsgc,2020-2021,14899.5
rcmp-grc,2018-2019,47800.240000000005
rcmp-grc,2019-2020,26018.99
tc,2019-2020,37243.08
tc,2020-2021,30687.95
