d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2548576104.16,2614115191.86
2018-2019,2856264159.69,2899520174.59
2019-2020,2388004277.61,2365340243.08
2020-2021,2794287657.10,2654865173.00
2021-2022,3222859864.74,2982405690.63
