owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,23557694.14,24162221.35
aafc-aac,2018-2019,23924909.47,24279774.47
aafc-aac,2019-2020,22044892.36,21798549.31
aafc-aac,2020-2021,20221072.89,19203975.44
aafc-aac,2021-2022,27337529.18,19482549.15
aandc-aadnc,2017-2018,54409122.11,55799440.59
aandc-aadnc,2018-2019,41610982.91,42258816.60
aandc-aadnc,2019-2020,39843984.70,39455027.11
aandc-aadnc,2020-2021,33790374.90,32112601.44
aandc-aadnc,2021-2022,29962938.57,22994344.88
acoa-apeca,2017-2018,702893.03,720853.13
acoa-apeca,2018-2019,524380.79,532367.31
acoa-apeca,2019-2020,717303.34,711464.75
acoa-apeca,2020-2021,933085.35,885124.40
acoa-apeca,2021-2022,1052760.70,727241.20
atssc-scdata,2017-2018,2205303.30,2262789.67
atssc-scdata,2018-2019,2329879.31,2364606.18
atssc-scdata,2019-2020,1831391.27,1816130.93
atssc-scdata,2020-2021,1066877.14,1013901.62
atssc-scdata,2021-2022,1873914.02,1427658.41
cannor,2017-2018,220956.52,226499.22
cannor,2018-2019,489104.90,496178.00
cannor,2019-2020,294551.24,291102.93
cannor,2020-2021,112392.61,106755.70
cannor,2021-2022,63975.54,53641.18
cas-satj,2017-2018,4677154.25,4792361.72
cas-satj,2018-2019,2855600.35,2895781.75
cas-satj,2019-2020,3895882.36,3845138.48
cas-satj,2020-2021,4240226.95,4033401.49
cas-satj,2021-2022,3939122.72,2901948.43
casdo-ocena,2019-2020,78169.74,76427.92
casdo-ocena,2020-2021,450019.33,425995.54
casdo-ocena,2021-2022,904424.37,593306.20
cbsa-asfc,2017-2018,35517915.39,36438689.79
cbsa-asfc,2018-2019,36517348.47,37089967.65
cbsa-asfc,2019-2020,39136143.72,38801933.93
cbsa-asfc,2020-2021,32452458.04,30851004.55
cbsa-asfc,2021-2022,47370649.82,36027398.88
ccohs-cchst,2017-2018,318252.13,326288.85
ccohs-cchst,2018-2019,587687.39,596493.25
ccohs-cchst,2019-2020,299807.45,297218.97
ccohs-cchst,2020-2021,326331.48,309643.81
ccohs-cchst,2021-2022,309492.59,189446.54
ced-dec,2017-2018,524041.34,537675.02
ced-dec,2018-2019,477041.34,483577.66
ced-dec,2019-2020,423060.89,418708.32
ced-dec,2020-2021,472968.22,449404.49
ced-dec,2021-2022,414636.49,268877.05
cer-rec,2017-2018,6040053.37,6196832.08
cer-rec,2018-2019,7104770.60,7213502.06
cer-rec,2019-2020,6298016.76,6248243.54
cer-rec,2020-2021,6365419.41,6045754.31
cer-rec,2021-2022,10483669.28,7779435.68
cfia-acia,2017-2018,26138436.86,26809561.54
cfia-acia,2018-2019,24263690.85,24628448.72
cfia-acia,2019-2020,20850498.96,20638186.12
cfia-acia,2020-2021,21816486.23,20729972.77
cfia-acia,2021-2022,22436790.53,16972655.24
cgc-ccg,2017-2018,326701.46,335030.00
cgc-ccg,2018-2019,362474.75,368145.81
cgc-ccg,2019-2020,474074.26,469726.53
cgc-ccg,2020-2021,495461.58,471096.60
cgc-ccg,2021-2022,439722.85,339266.50
chrc-ccdp,2017-2018,279711.04,286551.10
chrc-ccdp,2018-2019,797773.81,808774.47
chrc-ccdp,2019-2020,1763080.42,1736463.66
chrc-ccdp,2020-2021,2155260.13,2048271.73
chrc-ccdp,2021-2022,2212477.34,1587843.77
cic,2017-2018,33187875.06,34028998.40
cic,2018-2019,108449727.46,110173471.19
cic,2019-2020,81159059.44,80523386.55
cic,2020-2021,84128996.68,79931410.43
cic,2021-2022,111422969.06,87770810.60
cics-scic,2017-2018,52549.95,53891.70
