owner_org,d_fiscal_year,total
aafc-aac,2017-2018,23557694.14
aafc-aac,2018-2019,23924909.47
aafc-aac,2019-2020,22044892.36
aafc-aac,2020-2021,20221072.89
aandc-aadnc,2017-2018,54409122.11
aandc-aadnc,2018-2019,41610982.91
aandc-aadnc,2019-2020,39843984.7
aandc-aadnc,2020-2021,33790374.9
acoa-apeca,2017-2018,702893.03
acoa-apeca,2018-2019,524380.79
acoa-apeca,2019-2020,717303.34
acoa-apeca,2020-2021,933085.35
atssc-scdata,2017-2018,2205303.3
atssc-scdata,2018-2019,2329879.31
atssc-scdata,2019-2020,1831391.27
atssc-scdata,2020-2021,1066877.14
cannor,2017-2018,220956.52
cannor,2018-2019,489104.9
cannor,2019-2020,294551.24
cannor,2020-2021,112392.61
cas-satj,2017-2018,4677154.25
cas-satj,2018-2019,2855600.35
cas-satj,2019-2020,3895882.36
cas-satj,2020-2021,4240226.95
casdo-ocena,2019-2020,78169.74
casdo-ocena,2020-2021,450019.33
cbsa-asfc,2017-2018,35765478.67
cbsa-asfc,2018-2019,42993508.38
cbsa-asfc,2019-2020,52304266.45
cbsa-asfc,2020-2021,35050729.5
ccohs-cchst,2017-2018,318252.13
ccohs-cchst,2018-2019,587687.39
ccohs-cchst,2019-2020,299807.45
ccohs-cchst,2020-2021,326331.48
ced-dec,2017-2018,524041.34
ced-dec,2018-2019,477041.34
ced-dec,2019-2020,423060.89
ced-dec,2020-2021,472968.22
cer-rec,2017-2018,6040053.37
cer-rec,2018-2019,7104770.6
cer-rec,2019-2020,6298016.76
cer-rec,2020-2021,6365419.41
cfia-acia,2017-2018,26267726.46
cfia-acia,2018-2019,24300140.96
cfia-acia,2019-2020,20850498.96
cfia-acia,2020-2021,21816486.23
cgc-ccg,2017-2018,326701.46
cgc-ccg,2018-2019,362474.75
cgc-ccg,2019-2020,474074.26
cgc-ccg,2020-2021,495461.58
chrc-ccdp,2017-2018,279711.04
chrc-ccdp,2018-2019,797773.81
chrc-ccdp,2019-2020,1763080.42
chrc-ccdp,2020-2021,2155260.13
cic,2017-2018,33187875.06
cic,2018-2019,108449727.46
cic,2019-2020,81159059.44
cic,2020-2021,84128996.68
cics-scic,2017-2018,52549.95
cics-scic,2018-2019,67471.48
cics-scic,2019-2020,332672.91
cics-scic,2020-2021,46691.6
cihr-irsc,2017-2018,1660917.48
cihr-irsc,2018-2019,838259.1
cihr-irsc,2019-2020,1418598.01
cihr-irsc,2020-2021,1165699.56
cnsc-ccsn,2017-2018,2844447.16
cnsc-ccsn,2018-2019,3521727.4
cnsc-ccsn,2019-2020,3457808.33
cnsc-ccsn,2020-2021,2900828.84
cpc-cpp,2017-2018,996961.58
cpc-cpp,2018-2019,903553.59
cpc-cpp,2019-2020,351982.87
cpc-cpp,2020-2021,160864.37
cra-arc,2017-2018,NA
cra-arc,2018-2019,NA
cra-arc,2019-2020,22335644.03
cra-arc,2020-2021,30628436.51
crtc,2017-2018,1021000.55
crtc,2018-2019,1144585.25
crtc,2019-2020,2822413.24
crtc,2020-2021,3315650.28
csa-asc,2017-2018,162919795.17
csa-asc,2018-2019,165499209.35
csa-asc,2019-2020,163580574.99
csa-asc,2020-2021,168451599.52
csc-scc,2017-2018,47435179
csc-scc,2018-2019,57054544.71
csc-scc,2019-2020,48409973.13
csc-scc,2020-2021,72037695.39
csps-efpc,2017-2018,453260.92
csps-efpc,2018-2019,1083895.19
csps-efpc,2019-2020,529522.61
csps-efpc,2020-2021,1060736.38
cta-otc,2017-2018,545749.06
cta-otc,2018-2019,776571.9
cta-otc,2019-2020,627171.91
cta-otc,2020-2021,656727.72
dfatd-maecd,2017-2018,86681741.65
dfatd-maecd,2018-2019,98947204.76
dfatd-maecd,2019-2020,102307878.6
dfatd-maecd,2020-2021,98422143.3
dfo-mpo,2017-2018,74155997.46
dfo-mpo,2018-2019,84802930.39
dfo-mpo,2019-2020,71129482.91
dfo-mpo,2020-2021,260259272.76
dnd-mdn,2017-2018,363764225.59
dnd-mdn,2018-2019,414657566.76
dnd-mdn,2019-2020,464899037.83
dnd-mdn,2020-2021,433563582.37
ec,2017-2018,39537306.28
ec,2018-2019,38348621.29
ec,2019-2020,44841843.46
ec,2020-2021,53079101.63
elections,2017-2018,22213291.18
elections,2018-2019,41810234.97
elections,2019-2020,58178387.08
elections,2020-2021,40907677.74
erc-cee,2019-2020,142871.21
erc-cee,2020-2021,125897.83
esdc-edsc,2017-2018,473450292.41
esdc-edsc,2018-2019,492140145.62
esdc-edsc,2019-2020,114159667.37
esdc-edsc,2020-2021,241475861.7
fcac-acfc,2017-2018,2685919.97
fcac-acfc,2018-2019,4311770.5
fcac-acfc,2019-2020,4280138.89
fcac-acfc,2020-2021,4661859.12
feddevontario,2017-2018,1633585.02
feddevontario,2018-2019,1517561.19
feddevontario,2019-2020,1400139.17
feddevontario,2020-2021,1618192.01
fin,2017-2018,4322565.8
fin,2018-2019,4097599.79
fin,2019-2020,3246852.12
fin,2020-2021,28071073.18
fintrac-canafe,2017-2018,71597.17
fintrac-canafe,2018-2019,381161.32
fintrac-canafe,2019-2020,860159.83
fintrac-canafe,2020-2021,770510.38
fja-cmf,2017-2018,523993.25
fja-cmf,2018-2019,370300.71
fja-cmf,2019-2020,427479.01
fja-cmf,2020-2021,320605.1
fpcc-cpac,2017-2018,99345.7
fpcc-cpac,2018-2019,76560.94
fpcc-cpac,2019-2020,34818.06
fpcc-cpac,2020-2021,309154.92
hc-sc,2017-2018,48001768.28
hc-sc,2018-2019,70109506.19
hc-sc,2019-2020,71534876.05
