owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,219985.95
aandc-aadnc,2018-2019,160532.39
aandc-aadnc,2019-2020,109291.03
aandc-aadnc,2020-2021,266979.53
atssc-scdata,2019-2020,624306.30
atssc-scdata,2020-2021,3554873.02
casdo-ocena,2020-2021,13814.96
cbsa-asfc,2017-2018,506660.89
cbsa-asfc,2018-2019,244191.00
cbsa-asfc,2020-2021,837875.38
cfia-acia,2017-2018,1227877.89
cfia-acia,2018-2019,861220.45
cfia-acia,2019-2020,380176.21
cfia-acia,2020-2021,267435.06
chrc-ccdp,2018-2019,18193.00
chrc-ccdp,2020-2021,99767.70
cic,2017-2018,171292.59
cic,2018-2019,190550.87
cic,2019-2020,30215.03
cic,2020-2021,132873.32
cihr-irsc,2017-2018,112061.89
cra-arc,2017-2018,44714.25
csa-asc,2017-2018,216960.65
csa-asc,2018-2019,70463.98
csc-scc,2017-2018,79100.00
dfatd-maecd,2017-2018,2989924.27
dfatd-maecd,2018-2019,4063420.34
dfatd-maecd,2019-2020,4623230.78
dfatd-maecd,2020-2021,3488557.02
dfo-mpo,2017-2018,2004520.32
dfo-mpo,2018-2019,47464.93
dfo-mpo,2019-2020,514145.07
dfo-mpo,2020-2021,470546.87
dnd-mdn,2017-2018,757915.28
dnd-mdn,2018-2019,725414.95
dnd-mdn,2019-2020,548082.21
dnd-mdn,2020-2021,832734.65
ec,2017-2018,180419.57
ec,2019-2020,105194.03
ec,2020-2021,223166.89
elections,2017-2018,363065.26
elections,2018-2019,18347.74
elections,2020-2021,89324.91
esdc-edsc,2018-2019,171675.00
esdc-edsc,2020-2021,80549.69
fcac-acfc,2017-2018,25000.00
fcac-acfc,2019-2020,706536.98
fcac-acfc,2020-2021,1409048.05
fintrac-canafe,2019-2020,99440.00
fintrac-canafe,2020-2021,59664.00
hc-sc,2017-2018,1532462.56
hc-sc,2018-2019,2507946.54
hc-sc,2019-2020,2894138.19
hc-sc,2020-2021,1712957.62
ic,2017-2018,1155510.63
ic,2018-2019,1498840.33
ic,2019-2020,2142480.16
ic,2020-2021,2785544.71
infc,2017-2018,15048.10
infc,2018-2019,99076.21
infc,2019-2020,126444.50
infc,2020-2021,165733.33
irb-cisr,2019-2020,101700.00
isc-sac,2018-2019,25879.12
isc-sac,2019-2020,103194.69
isc-sac,2020-2021,12710.34
jus,2017-2018,330983.26
jus,2018-2019,357665.60
jus,2019-2020,261579.08
jus,2020-2021,250848.68
lac-bac,2017-2018,77311.02
lac-bac,2018-2019,36340.75
nrc-cnrc,2017-2018,24860.00
nrc-cnrc,2018-2019,88414.23
nrc-cnrc,2019-2020,62714.19
nrc-cnrc,2020-2021,111389.77
nrcan-rncan,2017-2018,0.00
nrcan-rncan,2018-2019,146437.01
nrcan-rncan,2019-2020,218964.60
nrcan-rncan,2020-2021,55246.54
nserc-crsng,2019-2020,106835.85
nserc-crsng,2020-2021,175076.56
oag-bvg,2019-2020,17865.30
oag-bvg,2020-2021,20667.70
ocl-cal,2019-2020,10463.45
ocl-cal,2020-2021,47533.80
oic-ci,2017-2018,114642.78
oic-ci,2018-2019,78530.31
oic-ci,2020-2021,388902.54
opc-cpvp,2018-2019,236963.56
opc-cpvp,2019-2020,2514016.42
opc-cpvp,2020-2021,2782611.86
osfi-bsif,2017-2018,2739.37
osfi-bsif,2018-2019,27147.37
osfi-bsif,2019-2020,2746.87
osgg-bsgg,2018-2019,5379.31
osgg-bsgg,2019-2020,72919.53
phac-aspc,2017-2018,427020.11
phac-aspc,2018-2019,429038.89
phac-aspc,2019-2020,42291.09
phac-aspc,2020-2021,1101833.91
pmprb-cepmb,2018-2019,12070.75
pmprb-cepmb,2019-2020,12789.25
ps-sp,2017-2018,15044.21
ps-sp,2018-2019,342248.75
ps-sp,2019-2020,95707.92
ps-sp,2020-2021,329940.48
psc-cfp,2019-2020,39776.00
pwgsc-tpsgc,2017-2018,3831624.88
pwgsc-tpsgc,2018-2019,2884568.97
pwgsc-tpsgc,2019-2020,2865720.37
pwgsc-tpsgc,2020-2021,995835.76
ssc-spc,2017-2018,1649774.74
ssc-spc,2018-2019,1761347.69
ssc-spc,2019-2020,1611819.65
ssc-spc,2020-2021,2069697.16
statcan,2018-2019,678000.00
statcan,2019-2020,218994.00
statcan,2020-2021,105655.00
swc-cfc,2018-2019,163528.94
tbs-sct,2017-2018,885452.13
tbs-sct,2018-2019,984580.77
tbs-sct,2019-2020,914052.23
tbs-sct,2020-2021,1102103.00
tc,2017-2018,105417.70
wage,2020-2021,13813.38
