d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,7139890.20,7357717.75
it_consulting_services,2018-2019,6944303.60,7063578.21
it_consulting_services,2019-2020,12453776.97,12338031.47
it_consulting_services,2020-2021,17054561.79,16259442.94
it_consulting_services,2021-2022,30730893.47,28602308.78
it_other,2017-2018,38697.15,39791.76
it_other,2018-2019,395895.35,400996.53
it_other,2019-2020,477741.24,476904.19
it_other,2020-2021,17628.00,16917.79
it_software_licensing,2017-2018,966325.57,995803.24
it_software_licensing,2018-2019,1551271.72,1580074.89
it_software_licensing,2019-2020,456113.99,451752.76
it_software_licensing,2020-2021,917338.00,876247.34
it_software_licensing,2021-2022,40638.05,38200.52
