owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,219985.95,226596.24
aandc-aadnc,2018-2019,161749.37,164961.20
aandc-aadnc,2019-2020,132986.27,131300.25
aandc-aadnc,2020-2021,266979.53,253988.23
aandc-aadnc,2021-2022,216307.24,201106.39
aandc-aadnc,2022-2023,174954.58,156642.10
atssc-scdata,2019-2020,624306.30,617804.00
atssc-scdata,2020-2021,4088600.66,3893112.70
atssc-scdata,2021-2022,4601336.88,4273274.72
atssc-scdata,2022-2023,2719897.94,2433923.07
cas-satj,2021-2022,56500.00,51764.74
casdo-ocena,2020-2021,13814.96,13017.50
casdo-ocena,2021-2022,64932.25,60466.31
casdo-ocena,2022-2023,42810.83,38307.31
cbsa-asfc,2017-2018,506660.89,522525.08
cbsa-asfc,2018-2019,244191.00,248903.77
cbsa-asfc,2020-2021,225960.98,213460.11
cbsa-asfc,2021-2022,2827167.81,2613062.01
cbsa-asfc,2022-2023,1747204.16,1568661.98
cer-rec,2022-2023,40000.00,35744.58
cfia-acia,2017-2018,1227877.89,1265783.66
cfia-acia,2018-2019,861220.45,879879.70
cfia-acia,2019-2020,380176.21,377143.56
cfia-acia,2020-2021,267833.80,254869.41
cfia-acia,2021-2022,284863.70,264845.09
cfia-acia,2022-2023,284863.70,254897.23
chrc-ccdp,2018-2019,18193.00,18362.95
chrc-ccdp,2020-2021,99767.70,94794.00
chrc-ccdp,2021-2022,14128.77,12772.18
chrc-ccdp,2022-2023,407163.48,362622.68
cic,2017-2018,171292.59,176401.51
cic,2018-2019,190550.87,193906.34
cic,2019-2020,30215.03,29525.37
cic,2020-2021,132873.32,126538.01
cic,2021-2022,776783.27,705620.06
cic,2022-2023,10751854.73,9601691.30
cics-scic,2021-2022,138848.75,129091.25
cics-scic,2022-2023,11135.97,9854.72
cihr-irsc,2017-2018,112061.89,115525.84
cra-arc,2017-2018,44714.25,46153.13
csa-asc,2017-2018,216960.65,223668.22
csa-asc,2018-2019,70463.98,72187.14
csc-scc,2017-2018,79100.00,81390.75
dfatd-maecd,2017-2018,2989924.27,3081231.34
dfatd-maecd,2018-2019,4063420.34,4137112.87
dfatd-maecd,2019-2020,4579228.18,4538327.45
dfatd-maecd,2020-2021,3297138.27,3139000.06
dfatd-maecd,2021-2022,2425414.42,2246025.19
dfatd-maecd,2022-2023,2827193.66,2528236.01
dfo-mpo,2017-2018,2004520.32,2066112.12
dfo-mpo,2018-2019,47464.93,47908.33
dfo-mpo,2019-2020,514145.07,507260.56
dfo-mpo,2020-2021,470546.87,448633.04
dfo-mpo,2021-2022,246747.14,230152.17
dfo-mpo,2022-2023,543492.65,484172.53
dnd-mdn,2017-2018,823829.13,849313.32
dnd-mdn,2018-2019,691727.88,705169.64
dnd-mdn,2019-2020,514302.84,509772.07
dnd-mdn,2020-2021,805601.47,766716.55
dnd-mdn,2021-2022,1152129.92,1067645.22
dnd-mdn,2022-2023,2152370.47,1923442.06
ec,2017-2018,180419.57,186052.48
ec,2019-2020,105194.03,103672.30
ec,2020-2021,300119.75,285154.27
ec,2021-2022,96394.90,91151.43
ec,2022-2023,98310.00,87815.55
elections,2017-2018,363065.26,374418.72
elections,2018-2019,18347.74,18837.57
elections,2020-2021,188128.21,179318.94
elections,2021-2022,268505.27,249636.24
elections,2022-2023,164672.18,147349.36
esdc-edsc,2018-2019,171675.00,174637.22
esdc-edsc,2020-2021,80549.69,76339.25
esdc-edsc,2021-2022,469127.57,435531.07
esdc-edsc,2022-2023,454609.00,406850.82
fcac-acfc,2017-2018,25000.00,25723.48
fcac-acfc,2019-2020,706536.98,700013.63
fcac-acfc,2020-2021,1204317.27,1148110.04
fcac-acfc,2021-2022,2384804.55,2209241.56
fcac-acfc,2022-2023,5710506.72,5101592.27
fintrac-canafe,2019-2020,99440.00,99505.87
fintrac-canafe,2020-2021,59664.00,56777.02
hc-sc,2017-2018,1534392.16,1581211.16
hc-sc,2018-2019,2513580.97,2558657.70
hc-sc,2019-2020,2899788.05,2877004.07
hc-sc,2020-2021,1724090.21,1641514.54
hc-sc,2021-2022,2178120.66,2023025.92
hc-sc,2022-2023,3546300.16,3165426.46
ic,2017-2018,1155510.63,1190896.57
ic,2018-2019,1461790.09,1487441.07
ic,2019-2020,2030410.87,2013805.70
ic,2020-2021,2676089.62,2547872.64
ic,2021-2022,3025340.68,2814576.31
ic,2022-2023,2393267.42,2140345.34
iic-iac,2021-2022,243354.16,224597.37
iic-iac,2022-2023,346969.80,310470.03
infc,2017-2018,15048.10,15497.16
infc,2018-2019,99076.21,100452.82
infc,2019-2020,126444.50,125435.85
infc,2020-2021,160914.78,153242.48
infc,2021-2022,285914.78,264872.58
infc,2022-2023,160914.78,143987.22
irb-cisr,2019-2020,101700.00,100573.78
irb-cisr,2021-2022,348050.32,317440.24
irb-cisr,2022-2023,3095076.63,2762530.06
isc-sac,2018-2019,25879.12,26120.87
isc-sac,2019-2020,103194.69,101228.29
isc-sac,2020-2021,12710.34,11976.64
isc-sac,2021-2022,42050.91,39770.67
jus,2017-2018,330983.26,341209.40
jus,2018-2019,357665.60,364421.06
jus,2019-2020,261579.08,259534.66
jus,2020-2021,250848.68,239018.91
jus,2021-2022,292355.84,266930.20
jus,2022-2023,746222.94,667723.41
lac-bac,2017-2018,77311.02,79684.44
lac-bac,2018-2019,36340.75,36940.16
nrc-cnrc,2017-2018,24860.00,25569.96
nrc-cnrc,2018-2019,88414.23,89749.87
nrc-cnrc,2019-2020,62714.19,62386.92
nrc-cnrc,2020-2021,111389.77,105966.37
nrc-cnrc,2021-2022,57164.47,53607.94
nrc-cnrc,2022-2023,16102.50,14275.02
nrcan-rncan,2017-2018,0.00,0.00
nrcan-rncan,2018-2019,146437.01,148434.16
nrcan-rncan,2019-2020,218964.60,215419.49
nrcan-rncan,2020-2021,55246.54,52739.46
nrcan-rncan,2021-2022,48732.76,44707.44
nrcan-rncan,2022-2023,54860.59,49289.82
nserc-crsng,2019-2020,106835.85,105107.31
nserc-crsng,2020-2021,175076.56,167021.19
nserc-crsng,2021-2022,185094.00,171911.11
oag-bvg,2019-2020,17865.30,17457.52
oag-bvg,2020-2021,20667.70,19523.32
ocl-cal,2019-2020,10463.45,10224.62
ocl-cal,2020-2021,47533.80,45306.25
ocl-cal,2021-2022,39154.50,35722.96
oic-ci,2017-2018,114642.78,118024.07
oic-ci,2018-2019,78530.31,80529.17
oic-ci,2020-2021,413551.17,393833.34
oic-ci,2021-2022,413551.17,384489.14
oic-ci,2022-2023,414098.01,370531.24
opc-cpvp,2018-2019,236963.56,240136.10
opc-cpvp,2019-2020,2514016.42,2490903.98
opc-cpvp,2020-2021,2782611.86,2649938.83
opc-cpvp,2021-2022,2257128.57,2097884.13
opc-cpvp,2022-2023,1018131.10,911027.97
osfi-bsif,2017-2018,2739.37,2824.05
osfi-bsif,2018-2019,27147.37,27626.73
osfi-bsif,2019-2020,2746.87,2724.96
osfi-bsif,2022-2023,478933.99,428317.25
osgg-bsgg,2018-2019,5379.31,5429.56
osgg-bsgg,2019-2020,72919.53,72337.85
osgg-bsgg,2021-2022,17256.93,15691.57
osgg-bsgg,2022-2023,54772.00,49010.21
pbc-clcc,2022-2023,25665.69,22712.73
pc,2021-2022,25150.78,23302.95
phac-aspc,2017-2018,427020.11,440180.22
phac-aspc,2018-2019,429038.89,437622.80
phac-aspc,2019-2020,42291.09,41325.79
phac-aspc,2020-2021,1101833.91,1049703.19
phac-aspc,2022-2023,23516.22,20884.13
pmprb-cepmb,2018-2019,12070.75,12183.51
pmprb-cepmb,2019-2020,12789.25,12828.83
ps-sp,2017-2018,15044.21,15516.05
ps-sp,2018-2019,342248.75,348404.93
ps-sp,2019-2020,95707.92,93523.38
ps-sp,2020-2021,329940.48,315238.23
psc-cfp,2019-2020,39776.00,38982.76
pwgsc-tpsgc,2017-2018,3831624.88,3949835.58
pwgsc-tpsgc,2018-2019,2884568.97,2940215.63
pwgsc-tpsgc,2019-2020,2865720.37,2841877.76
pwgsc-tpsgc,2020-2021,995835.76,948531.03
pwgsc-tpsgc,2021-2022,1081090.76,1004668.04
pwgsc-tpsgc,2022-2023,885708.30,794407.75
rcmp-grc,2021-2022,179205.32,164686.00
rcmp-grc,2022-2023,625698.40,558592.91
ssc-spc,2017-2018,1649774.74,1700418.28
ssc-spc,2018-2019,1761347.69,1794761.26
ssc-spc,2019-2020,2623943.35,2588366.51
ssc-spc,2020-2021,6437784.22,6127495.43
ssc-spc,2021-2022,21219957.08,19622101.82
ssc-spc,2022-2023,75547336.70,67498593.70
