d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4887669.67,5011189.22
2018-2019,8447703.86,8576429.37
2019-2020,9146995.97,9067864.52
2020-2021,8072082.35,7672101.61
2021-2022,8110738.91,7508329.84
