normalized_vendor_name,original_vendor_name
MNP,A HUNDRED ANSWERS INC.
MNP,MNP LLP
MNP,A HUNDRED ANSWERS INC
MNP,A HUNDRED ANSWERS CONSULTING
MNP,4Plan Consulting Corp.
MNP,4PLAN CONSULTING CORP.
MNP,MNP LLC
MNP,4PLAN CONSULTING
MNP,4Plan Consulting Inc.
MNP,4Plan Consulting
MNP,A HUNDRED ANSWERS
MNP,A Hundred Answers Inc.
MNP,4PLAN CONSULTING CORP
MNP,4Plan Consulting Inc
MNP,4Plan Consulting Corp
MNP,4PLAN CONSULTING LTD
MNP,4 Plan Consulting Corp.
MNP,4Plan Consultign Corp
MNP,Mnp Llp
MNP,4PLAN CONSULTING INC.
MNP,4 Plan Consulting Corp
MNP,4Plan Consulting Corporation
MNP,MNP
MNP,MNP S.E.N.C.R.L
MNP,4PLAN CONSULTING INC
MNP,MNP Consulting
MNP,MNP Digital
MNP,A Hundred Answers inc.
MNP,MNP LLP AND NORTAK SOFTWARE LTD
MNP,"
MNP LLP - Winnipeg"
MNP,AHUNDREDANSWERS
MNP,4Plan Inc.
MNP,A HUNDRED ANSWERS aff: MNP LLP
