d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,532594.35,545539.86
0_other,2018-2019,42663.60,43083.37
0_other,2019-2020,11500.00,11221.69
0_other,2020-2021,29380.74,27776.80
0_other,2021-2022,129792.28,120304.50
1_facilities_and_construction,2017-2018,96272911.71,98760733.70
1_facilities_and_construction,2018-2019,97698163.45,99212449.54
1_facilities_and_construction,2019-2020,96819878.05,95971130.75
1_facilities_and_construction,2020-2021,98257099.47,93402909.49
1_facilities_and_construction,2021-2022,91481823.42,84888255.64
10_office_management,2017-2018,22600.00,23139.48
11_defence,2017-2018,89689.18,91906.17
11_defence,2018-2019,20270.82,20711.09
2_professional_services,2017-2018,3391314.86,3476218.03
2_professional_services,2018-2019,3167203.82,3211309.75
2_professional_services,2019-2020,3470789.46,3430755.71
2_professional_services,2020-2021,4520903.01,4297560.53
2_professional_services,2021-2022,5680658.14,5234027.72
3_information_technology,2017-2018,918338.53,942436.09
3_information_technology,2018-2019,525738.07,533917.64
3_information_technology,2019-2020,279156.80,276044.12
3_information_technology,2020-2021,355717.17,338031.36
3_information_technology,2021-2022,487571.61,451486.18
5_transportation_and_logistics,2017-2018,303156.87,310701.94
5_transportation_and_logistics,2018-2019,131446.23,133894.89
5_transportation_and_logistics,2019-2020,112511.06,111509.28
5_transportation_and_logistics,2020-2021,191279.67,182122.60
5_transportation_and_logistics,2021-2022,660959.35,601605.60
6_industrial_products_and_services,2018-2019,83555.76,84815.65
6_industrial_products_and_services,2019-2020,178775.42,176444.24
7_travel,2018-2019,79270.07,80284.56
