owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,522911.34,536928.25
aafc-aac,2018-2019,584246.98,591629.42
aafc-aac,2019-2020,365919.22,365163.51
aafc-aac,2020-2021,386579.02,377778.54
aafc-aac,2021-2022,378644.84,287633.93
aandc-aadnc,2017-2018,34884.16,35483.38
aandc-aadnc,2018-2019,506343.81,512850.43
aandc-aadnc,2019-2020,1427104.81,1425551.92
acoa-apeca,2017-2018,115260.00,118349.60
acoa-apeca,2018-2019,119780.00,121308.57
acoa-apeca,2019-2020,1042500.10,1041823.11
acoa-apeca,2020-2021,188961.02,184853.08
acoa-apeca,2021-2022,135700.00,103083.20
atssc-scdata,2017-2018,268578.14,275716.40
atssc-scdata,2018-2019,205154.39,207681.46
atssc-scdata,2019-2020,180020.01,179733.59
atssc-scdata,2020-2021,268164.61,262529.87
atssc-scdata,2021-2022,357831.67,245186.33
cas-satj,2018-2019,28704.66,28982.45
cas-satj,2020-2021,43528.19,41742.27
cas-satj,2021-2022,84954.81,66297.13
cbsa-asfc,2017-2018,544904.46,559329.69
cbsa-asfc,2018-2019,445924.17,451639.86
cbsa-asfc,2019-2020,678501.39,677106.20
cbsa-asfc,2020-2021,1974691.87,1905222.16
cbsa-asfc,2021-2022,5192470.86,3944410.74
ced-dec,2017-2018,13482.56,13826.48
ced-dec,2018-2019,109175.52,110577.28
ced-dec,2019-2020,204841.71,204423.01
ced-dec,2020-2021,135987.80,133130.39
ced-dec,2021-2022,133688.30,101555.04
cer-rec,2017-2018,227658.61,233761.12
cer-rec,2018-2019,122265.52,123736.32
cer-rec,2019-2020,90836.65,90650.59
cer-rec,2020-2021,176559.15,172737.08
cer-rec,2021-2022,152890.78,116240.08
cfia-acia,2017-2018,540768.67,555142.88
cfia-acia,2018-2019,636857.33,644975.54
cfia-acia,2019-2020,715853.97,714387.37
cfia-acia,2020-2021,844960.40,821836.17
cfia-acia,2021-2022,192552.00,133708.15
cgc-ccg,2017-2018,69066.25,70917.61
cgc-ccg,2018-2019,46307.37,46898.32
cgc-ccg,2019-2020,44446.85,44355.81
cgc-ccg,2020-2021,132798.59,130008.19
cgc-ccg,2021-2022,132798.59,100879.17
chrc-ccdp,2018-2019,78286.22,79091.52
chrc-ccdp,2019-2020,176322.58,175843.60
chrc-ccdp,2020-2021,216279.11,211734.60
chrc-ccdp,2021-2022,513778.33,421436.15
cic,2017-2018,2006965.35,2056496.24
cic,2018-2019,1851444.82,1874167.53
cic,2019-2020,2536654.14,2531219.43
cic,2020-2021,2868103.21,2803763.16
cic,2021-2022,3043708.18,2285585.38
cihr-irsc,2017-2018,136490.94,140149.65
cihr-irsc,2018-2019,193190.00,195655.40
cihr-irsc,2019-2020,262389.38,261871.71
cihr-irsc,2020-2021,515342.52,502542.61
cihr-irsc,2021-2022,350392.38,266172.21
cnsc-ccsn,2017-2018,349113.38,358471.55
cnsc-ccsn,2018-2019,289283.41,292975.10
cnsc-ccsn,2019-2020,494524.79,493511.88
cnsc-ccsn,2020-2021,586198.68,572215.80
cnsc-ccsn,2021-2022,742468.27,548716.52
cpc-cpp,2021-2022,6885.47,5230.48
cra-arc,2017-2018,770377.96,790966.23
cra-arc,2018-2019,774335.14,784336.25
cra-arc,2019-2020,829999.80,828034.72
cra-arc,2020-2021,1246289.79,1220464.81
cra-arc,2021-2022,1304381.10,977339.55
crtc,2017-2018,39016.84,40062.71
crtc,2018-2019,242574.48,245670.10
csa-asc,2017-2018,11206.43,11506.83
csa-asc,2018-2019,23696.03,23959.91
csa-asc,2019-2020,10809.07,10802.82
csa-asc,2020-2021,29150.02,28537.51
csa-asc,2021-2022,251001.64,174574.30
csc-scc,2017-2018,1483021.20,1516128.51
csc-scc,2018-2019,908678.00,920274.10
csc-scc,2019-2020,514442.37,513503.71
csc-scc,2020-2021,492807.52,481408.89
csc-scc,2021-2022,677515.45,514860.44
csps-efpc,2018-2019,76872.91,77798.47
csps-efpc,2019-2020,72508.96,72360.45
csps-efpc,2020-2021,72310.85,70791.44
csps-efpc,2021-2022,72310.85,54930.25
cta-otc,2017-2018,126647.21,129478.04
cta-otc,2018-2019,68067.45,68936.09
cta-otc,2019-2020,97956.84,97756.20
cta-otc,2020-2021,97689.20,95636.52
cta-otc,2021-2022,97689.20,74208.66
dfatd-maecd,2017-2018,992893.27,1024254.23
dfatd-maecd,2018-2019,2786148.23,2818306.34
dfatd-maecd,2019-2020,1324395.74,1321534.58
dfatd-maecd,2020-2021,5008853.76,4848125.80
dfatd-maecd,2021-2022,7276244.91,4742846.81
dfo-mpo,2017-2018,777485.57,791375.99
dfo-mpo,2018-2019,621906.16,628277.72
dfo-mpo,2019-2020,1927673.41,1924625.79
dfo-mpo,2020-2021,2452222.98,2336178.26
dfo-mpo,2021-2022,11637219.99,6858444.21
dnd-mdn,2017-2018,6609809.11,6787187.18
dnd-mdn,2018-2019,6633143.34,6717792.29
dnd-mdn,2019-2020,694538.99,694434.06
dnd-mdn,2020-2021,5053703.80,4874714.18
dnd-mdn,2021-2022,14614389.09,11461062.49
ec,2017-2018,667875.72,685567.27
ec,2018-2019,506414.67,512877.29
ec,2019-2020,3041689.35,3035459.17
ec,2020-2021,3398817.17,3317854.40
ec,2021-2022,4129998.92,3137314.11
elections,2017-2018,1254583.95,1288213.73
elections,2018-2019,1371341.06,1388841.45
elections,2019-2020,2942297.80,2936573.23
elections,2020-2021,1921461.03,1881086.78
elections,2021-2022,1999220.93,1518689.03
esdc-edsc,2017-2018,6324357.36,6491222.79
esdc-edsc,2018-2019,6731772.74,6818182.55
esdc-edsc,2019-2020,4210839.02,4202189.52
esdc-edsc,2020-2021,13837755.91,13369047.92
esdc-edsc,2021-2022,25257613.27,17886225.94
fcac-acfc,2017-2018,86489.86,88294.27
fcac-acfc,2018-2019,164816.08,166870.72
fcac-acfc,2019-2020,250162.81,249826.46
fcac-acfc,2020-2021,787988.15,771368.24
fcac-acfc,2021-2022,790496.87,600493.37
fin,2017-2018,214786.79,220544.26
fin,2018-2019,209750.54,212427.27
fin,2019-2020,348797.45,348083.02
fin,2020-2021,356470.62,348689.00
fin,2021-2022,382828.35,290811.89
fintrac-canafe,2017-2018,102530.87,105279.26
fintrac-canafe,2018-2019,105496.16,106842.45
fja-cmf,2019-2020,50586.73,50483.11
fja-cmf,2020-2021,79770.32,77535.30
fja-cmf,2021-2022,227710.85,159471.62
hc-sc,2017-2018,19021.66,19348.40
hc-sc,2018-2019,1466094.43,1484817.29
hc-sc,2019-2020,910071.15,910422.55
hc-sc,2020-2021,3753913.09,3579035.48
hc-sc,2021-2022,5224655.70,3894077.08
iaac-aeic,2020-2021,48307.50,46895.34
iaac-aeic,2021-2022,71.06,0.00
ic,2017-2018,909683.77,928856.39
ic,2018-2019,40074.12,40600.85
ic,2019-2020,449352.71,448450.81
ic,2020-2021,633482.52,618021.57
ic,2021-2022,1181744.10,891478.39
iic-iac,2021-2022,1784.05,844.47
ijc-cmi,2018-2019,40628.05,41146.53
ijc-cmi,2019-2020,8828.10,8810.02
ijc-cmi,2020-2021,8828.10,8642.60
ijc-cmi,2021-2022,8828.10,6706.18
infc,2017-2018,88592.72,90967.49
infc,2018-2019,88592.72,89723.30
infc,2019-2020,684459.26,682915.36
infc,2020-2021,851540.97,831337.47
infc,2021-2022,1041996.00,791542.28
irb-cisr,2019-2020,277569.74,277001.20
irb-cisr,2020-2021,276811.35,270994.92
irb-cisr,2021-2022,276811.35,210277.09
isc-sac,2019-2020,1958738.29,1954726.28
isc-sac,2020-2021,2473813.97,2404255.40
isc-sac,2021-2022,2971828.30,2121973.76
jus,2017-2018,128332.07,131752.78
jus,2018-2019,137262.73,138978.96
jus,2019-2020,781160.55,779497.01
jus,2020-2021,840481.65,822795.99
jus,2021-2022,865995.71,653693.19
lac-bac,2020-2021,22650.58,21520.70
lac-bac,2021-2022,313973.96,238507.31
mgerc-ceegm,2017-2018,10729.19,10918.57
mgerc-ceegm,2018-2019,11069.60,11210.86
mgerc-ceegm,2019-2020,22895.64,22848.74
mgerc-ceegm,2020-2021,11424.34,11184.29
nfb-onf,2018-2019,134486.80,136253.32
nfb-onf,2019-2020,7859.15,7841.56
nfb-onf,2020-2021,146737.93,143023.08
nfb-onf,2021-2022,222236.33,163031.12
nrc-cnrc,2017-2018,419524.54,430136.89
nrc-cnrc,2018-2019,231625.26,234527.53
nrc-cnrc,2019-2020,261971.89,261458.69
nrc-cnrc,2020-2021,570572.99,558605.79
nrc-cnrc,2021-2022,1490494.06,788273.20
