d_most_recent_category,total,percentage
3_information_technology,1011868538.72,0.9614
11_defence,33605584.33,0.0319
1_facilities_and_construction,6328000.00,0.006
2_professional_services,554572.05,5e-4
9_human_capital,68993.28,1e-4
0_other,47248.00,0
6_industrial_products_and_services,22607.91,0
4_medical,11388.10,0
