d_fiscal_year,total,total_constant_2019_dollars
2017-2018,84253.00,86895.48
2018-2019,498521.97,506295.91
2019-2020,336989.93,332456.24
2020-2021,1889497.70,1798167.54
2021-2022,34598.21,31942.27
2022-2023,673146.58,600579.36
