normalized_vendor_name,original_vendor_name
DAIMLER,Daimler AG
DAIMLER,DAIMLER AG
DAIMLER,Daimler Chrysler Canada Inc.
DAIMLER,FLEET-DAIMLER CHRYSLER CANADA INC.
DAIMLER,DAIMLER
DAIMLER,DAIMLER CHRYSLER CANADA INC.
DAIMLER,Daimlet AG
DAIMLER,Daimler (Mercedes)
DAIMLER,FLEET - DAIMLERCHRYSLER CANADA INC.
DAIMLER,Daimler Ag
DAIMLER,DAIMLER CHRYSLER CANADA INC
DAIMLER,DAIMLERCHRYSLER CANADA INC.
DAIMLER,Daimler AG - Mercedes-Benz Vertrieb Deutschland
DAIMLER,Daimler
DAIMLER,DAIMLER CHRYSLER CANADA LTD.
DAIMLER,DAIMLERCHRYSLER AG DIPLOMATIC SALES
DAIMLER,DAIMLER CHRYSLER
DAIMLER,daimler AG
DAIMLER,Daimler Chrysler Canada
DAIMLER,Dailmer AG
