d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1153094.07,1187888.53
2018-2019,580542.79,593605.18
2019-2020,717113.87,709659.00
2020-2021,903521.70,860442.41
2021-2022,2483977.58,2290170.55
2022-2023,3886523.57,3477677.59
