d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3175982.88,3261116.76
2018-2019,3180298.82,3220893.31
2019-2020,3193829.80,3187287.01
2020-2021,3187482.64,3120506.41
2021-2022,3097732.88,2353163.10
