owner_org,d_fiscal_year,total,total_constant_2019_dollars
atssc-scdata,2021-2022,8305.19,7696.10
cannor,2022-2023,49657.85,44079.31
cfia-acia,2019-2020,15568.01,15290.04
chrc-ccdp,2022-2023,13537.40,12023.53
cra-arc,2019-2020,12183.66,12035.70
csa-asc,2019-2020,23846.49,23417.44
csa-asc,2020-2021,56888.68,54176.26
csa-asc,2021-2022,19014.85,17969.09
csc-scc,2019-2020,14199.83,13995.36
csc-scc,2020-2021,10208.17,9721.39
dfatd-maecd,2018-2019,13560.00,13841.35
dnd-mdn,2017-2018,12793.57,13194.82
dnd-mdn,2019-2020,43885.11,43253.21
dnd-mdn,2020-2021,55614.78,53145.93
elections,2017-2018,272046.97,280434.61
elections,2018-2019,254040.58,258845.49
elections,2019-2020,275968.47,274030.13
elections,2020-2021,239882.71,228445.27
elections,2021-2022,254648.11,236450.65
elections,2022-2023,310401.46,277562.30
esdc-edsc,2019-2020,6758.94,6604.67
esdc-edsc,2020-2021,10100.20,9527.96
esdc-edsc,2021-2022,39512.02,36658.82
esdc-edsc,2022-2023,242747.91,216628.63
hc-sc,2019-2020,36612.00,36189.44
iaac-aeic,2017-2018,11725.43,12060.29
iaac-aeic,2018-2019,49192.88,50135.57
ic,2021-2022,65116.74,59053.03
ic,2022-2023,232763.24,208277.53
irb-cisr,2021-2022,18370.62,16912.09
irb-cisr,2022-2023,29934.28,26785.31
jus,2017-2018,4947.30,5088.59
jus,2018-2019,22823.58,23397.30
lac-bac,2017-2018,34870.90,35948.80
lac-bac,2018-2019,34870.90,35539.13
lac-bac,2019-2020,477.68,479.16
lac-bac,2021-2022,912.80,825.16
lac-bac,2022-2023,47596.22,42589.30
nrcan-rncan,2019-2020,37290.00,36625.78
pbc-clcc,2021-2022,109204.33,100939.54
pc,2018-2019,10462.73,10576.60
pc,2019-2020,19866.85,19413.38
pc,2020-2021,19236.15,18171.04
phac-aspc,2020-2021,2053.02,1934.51
phac-aspc,2021-2022,27643.12,25611.18
phac-aspc,2022-2023,52032.26,46539.13
pwgsc-tpsgc,2017-2018,16556.40,17061.59
pwgsc-tpsgc,2018-2019,27162.48,27544.69
pwgsc-tpsgc,2019-2020,117216.93,115510.94
pwgsc-tpsgc,2020-2021,139405.50,132826.41
pwgsc-tpsgc,2021-2022,81150.29,75447.51
pwgsc-tpsgc,2022-2023,38907.67,35077.03
rcmp-grc,2017-2018,12517.46,12874.94
rcmp-grc,2018-2019,156700.04,159825.85
rcmp-grc,2022-2023,34639.49,31232.12
tbs-sct,2017-2018,6578.38,6766.25
tbs-sct,2018-2019,18140.37,18624.66
tc,2021-2022,63127.44,57920.27
tc,2022-2023,120007.89,107383.56
tsb-bst,2019-2020,6877.18,6720.21
tsb-bst,2020-2021,29531.41,28123.37
tsb-bst,2021-2022,29531.41,27456.11
tsb-bst,2022-2023,14974.68,13319.33
