d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,333293.77,343526.77
2_professional_services,2018-2019,546778.19,557336.67
2_professional_services,2019-2020,610751.15,603565.45
2_professional_services,2020-2021,562920.62,536072.14
2_professional_services,2021-2022,716536.91,662939.54
2_professional_services,2022-2023,1172225.67,1048177.75
3_information_technology,2017-2018,23795.89,24494.68
3_information_technology,2018-2019,40175.37,40993.97
9_human_capital,2017-2018,14946.75,15408.44
9_human_capital,2022-2023,14974.68,13319.33
