owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,159877.42,157058.78
aafc-aac,2021-2022,27268.85,25362.05
aafc-aac,2022-2023,36997.94,33033.19
aandc-aadnc,2018-2019,148608.08,149996.33
aandc-aadnc,2019-2020,126436.90,125313.95
cas-satj,2019-2020,29505.31,28831.85
cas-satj,2021-2022,25481.50,23517.03
cas-satj,2022-2023,39276.31,34757.39
cbsa-asfc,2021-2022,143970.81,133717.82
cgc-ccg,2019-2020,20095.10,19903.25
cgc-ccg,2022-2023,19164.60,16959.62
chrc-ccdp,2022-2023,2202.66,1949.24
cic,2017-2018,193056.57,198769.93
cic,2018-2019,124677.71,128006.21
cic,2019-2020,293415.14,293004.16
cic,2020-2021,305061.23,290516.12
cic,2021-2022,48745.26,45878.79
cic,2022-2023,9969.60,9005.19
cra-arc,2019-2020,6417.00,6270.53
cra-arc,2020-2021,29260.07,27580.31
cra-arc,2021-2022,287070.50,265434.24
cra-arc,2022-2023,89150.12,80207.69
crtc,2019-2020,97832.12,96387.61
csps-efpc,2022-2023,78803.94,69737.18
dfatd-maecd,2017-2018,207799.57,213841.96
dfatd-maecd,2018-2019,310723.30,313872.41
dfatd-maecd,2019-2020,409821.45,402005.55
dfatd-maecd,2020-2021,326836.15,309395.01
dfatd-maecd,2021-2022,175099.48,162519.00
dfatd-maecd,2022-2023,112112.26,99878.81
dfo-mpo,2017-2018,16965.76,17453.16
dfo-mpo,2019-2020,14342.53,14243.61
dfo-mpo,2020-2021,53533.26,50443.09
dfo-mpo,2021-2022,93606.93,85130.32
dfo-mpo,2022-2023,47182.47,42132.25
dnd-mdn,2018-2019,21899.40,22103.98
dnd-mdn,2019-2020,13961.35,13642.68
dnd-mdn,2020-2021,218.15,206.07
dnd-mdn,2021-2022,105760.29,95744.50
dnd-mdn,2022-2023,22707.78,20210.91
ec,2022-2023,373507.87,333186.67
elections,2018-2019,18252.28,18490.38
esdc-edsc,2017-2018,307794.12,316584.25
esdc-edsc,2019-2020,1617917.10,1582822.18
esdc-edsc,2020-2021,417300.80,394650.14
esdc-edsc,2021-2022,578734.24,532833.38
esdc-edsc,2022-2023,313530.31,282655.50
fcac-acfc,2022-2023,14491.12,12914.51
feddevontario,2021-2022,48411.46,44133.96
fin,2021-2022,77129.10,70817.56
fin,2022-2023,125420.01,112506.08
fpcc-cpac,2022-2023,36997.94,33033.19
hc-sc,2018-2019,24896.16,25150.82
hc-sc,2019-2020,44290.47,43707.88
hc-sc,2020-2021,28733.46,27074.84
hc-sc,2021-2022,25130.39,22930.95
hc-sc,2022-2023,25383.19,22525.62
ic,2017-2018,23477.79,24148.28
ic,2018-2019,99026.55,100761.25
ic,2019-2020,117724.30,116387.31
ic,2020-2021,112881.92,106601.70
ic,2021-2022,296123.09,273253.50
irb-cisr,2019-2020,406493.77,404262.64
irb-cisr,2020-2021,24916.50,23888.38
isc-sac,2018-2019,126802.04,127986.58
isc-sac,2022-2023,42617.67,37748.46
jus,2019-2020,73686.94,72692.10
jus,2020-2021,30877.23,29465.04
jus,2021-2022,22129.99,20421.47
jus,2022-2023,52210.28,46551.32
lac-bac,2022-2023,358545.82,317804.51
nrcan-rncan,2019-2020,1030.72,1007.19
nrcan-rncan,2020-2021,56756.30,53817.88
nrcan-rncan,2021-2022,23260.30,21045.26
nrcan-rncan,2022-2023,184270.46,164861.54
nserc-crsng,2018-2019,25626.14,26075.46
nserc-crsng,2019-2020,427960.45,418492.43
oag-bvg,2021-2022,40126.56,37999.65
opc-cpvp,2021-2022,69671.32,62981.76
opc-cpvp,2022-2023,68347.84,61157.94
osfi-bsif,2021-2022,128301.33,118520.35
pc,2022-2023,23290.05,20649.52
pch,2020-2021,49582.14,46720.05
pco-bcp,2022-2023,42350.59,37477.96
ppsc-sppc,2017-2018,24508.57,25232.57
ps-sp,2018-2019,16442.44,16596.04
ps-sp,2019-2020,20553.06,20616.66
pwgsc-tpsgc,2017-2018,834212.88,859920.27
pwgsc-tpsgc,2018-2019,676834.80,687411.25
pwgsc-tpsgc,2019-2020,950650.74,935968.51
pwgsc-tpsgc,2020-2021,836289.78,796653.69
pwgsc-tpsgc,2021-2022,881462.74,813791.68
pwgsc-tpsgc,2022-2023,2645278.64,2362878.17
rcmp-grc,2018-2019,129501.86,131116.87
rcmp-grc,2021-2022,91473.69,82690.76
rcmp-grc,2022-2023,166944.58,148822.74
ssc-spc,2019-2020,16104.76,15832.14
ssc-spc,2022-2023,86815.54,76827.01
sshrc-crsh,2019-2020,187497.14,183217.49
statcan,2019-2020,12973.98,12677.85
statcan,2020-2021,21863.56,20652.96
statcan,2021-2022,34015.37,31211.99
tc,2022-2023,249667.85,221059.24
