d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,47307.45,47749.38
1_facilities_and_construction,2019-2020,140441.05,139369.99
1_facilities_and_construction,2021-2022,51315.54,47329.09
10_office_management,2017-2018,1607815.26,1655950.42
10_office_management,2018-2019,1657696.98,1681361.03
10_office_management,2019-2020,4908146.70,4824976.34
10_office_management,2020-2021,2294110.54,2177665.29
10_office_management,2021-2022,3148900.59,2901896.03
10_office_management,2022-2023,5239608.94,4675853.20
11_defence,2021-2022,22757.07,20710.92
2_professional_services,2018-2019,18286.34,18457.16
2_professional_services,2022-2023,27628.50,24678.25
