d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1607815.26,1647922.45
2018-2019,1723290.77,1744994.15
2019-2020,5048587.75,4959229.72
2020-2021,2294110.54,2174579.55
2021-2022,3502256.00,2254789.90
