owner_org,d_fiscal_year,total
aafc-aac,2019-2020,10016
acoa-apeca,2019-2020,33805.21
cbsa-asfc,2017-2018,27037.959210526315
cfia-acia,2017-2018,16159.59
cfia-acia,2019-2020,56277.36
cic,2017-2018,310004.31
cic,2019-2020,6979.076589052218
cic,2020-2021,30161.033410947784
cnsc-ccsn,2017-2018,21984.149999999998
cra-arc,2017-2018,101520.01659090909
cra-arc,2018-2019,52510.35340909091
dfatd-maecd,2017-2018,68514.1
dfatd-maecd,2018-2019,22780.8
dfatd-maecd,2019-2020,70761.66
dfo-mpo,2017-2018,197129.06
dfo-mpo,2018-2019,21824.82
dfo-mpo,2019-2020,176527.82
dnd-mdn,2017-2018,53175.87
dnd-mdn,2018-2019,155632.66171717172
dnd-mdn,2019-2020,75004.48828282829
dnd-mdn,2020-2021,47900.44
ec,2017-2018,45856.950000000004
esdc-edsc,2017-2018,236491.93
esdc-edsc,2018-2019,33796.37
esdc-edsc,2019-2020,186641.80971175164
esdc-edsc,2020-2021,12228.220288248336
fcac-acfc,2017-2018,21517.47
hc-sc,2017-2018,53154.94
hc-sc,2018-2019,79299.95
hc-sc,2019-2020,18782.23
ic,2017-2018,24594.45
ic,2019-2020,30980.696538461547
ic,2020-2021,8121.1534615384635
lac-bac,2017-2018,14981.25
nrc-cnrc,2017-2018,2540.56
nrc-cnrc,2018-2019,12702.8
nrc-cnrc,2019-2020,1680.4397682119204
nrc-cnrc,2020-2021,17115.59023178808
nrcan-rncan,2017-2018,16395.4
nrcan-rncan,2019-2020,17864
osfi-bsif,2017-2018,38437.27
osfi-bsif,2018-2019,49968.062823255816
osfi-bsif,2019-2020,122262.98717674418
pbc-clcc,2018-2019,19604.32
pc,2017-2018,24849.56
pch,2018-2019,18577.82
pch,2019-2020,112100.63
pwgsc-tpsgc,2017-2018,2344533.4754460375
pwgsc-tpsgc,2018-2019,2442814.629734927
pwgsc-tpsgc,2019-2020,1756606.3615884127
pwgsc-tpsgc,2020-2021,814118.9934701645
rcmp-grc,2017-2018,200754.6947901183
rcmp-grc,2018-2019,302999.2387679879
rcmp-grc,2019-2020,106187.54748478702
rcmp-grc,2020-2021,42454.09310344828
ssc-spc,2019-2020,24998.93
statcan,2017-2018,18316.62
tc,2018-2019,27847.97
tc,2019-2020,54008.56
tc,2020-2021,24747
vac-acc,2019-2020,19051
wd-deo,2018-2019,12270.44
