d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,347854.13
1_facilities_and_construction,2018-2019,12702.8
1_facilities_and_construction,2019-2020,342493.48000000004
10_office_management,2017-2018,3490095.4960375912
10_office_management,2018-2019,3145041.036452433
10_office_management,2019-2020,2538043.3271402493
10_office_management,2020-2021,977767.6039661354
3_information_technology,2018-2019,31930.15
6_industrial_products_and_services,2018-2019,62956.24999999999
6_industrial_products_and_services,2020-2021,19078.920000000002
