d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,347854.13,357439.98
1_facilities_and_construction,2018-2019,12702.80,13026.98
1_facilities_and_construction,2019-2020,342493.48,334335.03
10_office_management,2017-2018,3490095.50,3592247.36
10_office_management,2018-2019,3161943.88,3217446.30
10_office_management,2019-2020,2552708.52,2530434.30
10_office_management,2020-2021,977767.60,932525.46
10_office_management,2021-2022,491709.85,462619.77
3_information_technology,2018-2019,31930.15,32676.88
6_industrial_products_and_services,2018-2019,62956.25,64191.47
6_industrial_products_and_services,2020-2021,19078.92,18240.58
