d_fiscal_year,total,total_constant_2019_dollars
2017-2018,574192.71,588500.23
2018-2019,1858211.32,1885340.66
2019-2020,2473608.70,2451021.00
2020-2021,2489200.02,2366313.94
2021-2022,1748317.19,1623216.35
