d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,379400.99,389116.86
1_facilities_and_construction,2018-2019,764380.91,774499.57
1_facilities_and_construction,2019-2020,1376781.49,1363449.89
1_facilities_and_construction,2020-2021,1395369.61,1326441.88
1_facilities_and_construction,2021-2022,654486.78,607654.97
3_information_technology,2017-2018,177276.25,181455.02
3_information_technology,2018-2019,995474.34,1010955.44
3_information_technology,2019-2020,998201.67,989777.87
3_information_technology,2020-2021,995474.34,946367.87
3_information_technology,2021-2022,995474.34,924243.17
