d_fiscal_year,total,total_constant_2019_dollars
2017-2018,234945.84,239252.91
2018-2019,577748.21,585083.54
2019-2020,4617248.62,4607329.22
2020-2021,615562.15,602627.79
2021-2022,615562.15,467605.89
