normalized_vendor_name,original_vendor_name
INTERNATIONAL REPORTING,International Reporting Inc.
INTERNATIONAL REPORTING,INTERNATIONAL REPORTING INC.
INTERNATIONAL REPORTING,INTERNATIONAL REPORTING INC
INTERNATIONAL REPORTING,International Reporting Inc
INTERNATIONAL REPORTING,International Reporting
