owner_org,d_fiscal_year,total,total_constant_2019_dollars
pc,2017-2018,13410985.34,13758540.25
pc,2018-2019,2731269.84,2789212.17
pwgsc-tpsgc,2017-2018,3152294.94,3235531.38
pwgsc-tpsgc,2018-2019,2034015.78,2065483.93
pwgsc-tpsgc,2020-2021,636172.55,600752.75
pwgsc-tpsgc,2021-2022,6484028.11,5993685.00
tc,2020-2021,171873.55,163243.57
tc,2021-2022,110682.97,104453.81
