d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,14735554.52
1_facilities_and_construction,2018-2019,4300609.58
1_facilities_and_construction,2020-2021,808046.10
5_transportation_and_logistics,2017-2018,1827725.75
5_transportation_and_logistics,2018-2019,464676.04
