d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,340380.82
10_office_management,2018-2019,160613.68
10_office_management,2019-2020,187489.6
10_office_management,2020-2021,251.3367671232877
11_defence,2017-2018,1674237.7538990024
11_defence,2018-2019,4271898.8534174515
11_defence,2019-2020,5074928.692127777
11_defence,2020-2021,3488789.5413122904
2_professional_services,2017-2018,1321546.952509329
2_professional_services,2018-2019,232622.67243333987
2_professional_services,2019-2020,553125.6047618199
2_professional_services,2020-2021,516165.21489563055
3_information_technology,2017-2018,8702500.736393593
3_information_technology,2018-2019,6476649.708452739
3_information_technology,2019-2020,8342888.705712304
3_information_technology,2020-2021,10893858.564267386
6_industrial_products_and_services,2020-2021,13167
9_human_capital,2017-2018,10418.4
9_human_capital,2018-2019,56749.87180327869
9_human_capital,2019-2020,141135.12214630115
9_human_capital,2020-2021,10069.166050420166
NA,2017-2018,150935.51
NA,2018-2019,133972.8
NA,2019-2020,23526.600000000002
NA,2020-2021,104122.58712328768
