d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,9736.58,9971.47
it_consulting_services,2018-2019,9473.42,9661.92
it_consulting_services,2019-2020,95329.06,94052.53
it_consulting_services,2020-2021,32999.70,31388.85
it_consulting_services,2021-2022,81485.28,75094.15
it_devices_equipment,2017-2018,57143.24,58549.07
it_devices_equipment,2018-2019,146615.50,148795.22
it_devices_equipment,2019-2020,149879.96,148504.89
it_devices_equipment,2020-2021,195441.56,185518.29
it_devices_equipment,2021-2022,330421.96,303711.39
it_other,2017-2018,11809.17,12112.67
it_other,2018-2019,16023.59,16272.78
it_other,2019-2020,4214.42,4228.24
it_other,2020-2021,62580.51,59227.33
it_other,2021-2022,123043.55,114981.26
it_software_licensing,2017-2018,40417.24,41455.57
it_software_licensing,2018-2019,12688.24,12931.05
it_software_licensing,2019-2020,20180.05,19902.38
it_software_licensing,2020-2021,7526.17,7104.55
it_software_licensing,2021-2022,107214.33,98539.58
