d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2019-2020,37592.33,36696.86
10_office_management,2020-2021,38444.76,36860.50
10_office_management,2021-2022,21918.69,20450.73
2_professional_services,2017-2018,390347.03,401982.20
2_professional_services,2018-2019,490233.28,498993.12
2_professional_services,2019-2020,192696.63,190967.73
2_professional_services,2020-2021,293331.78,279571.68
2_professional_services,2021-2022,243483.40,226091.61
3_information_technology,2017-2018,150216.05,154705.66
3_information_technology,2018-2019,269019.93,273548.20
3_information_technology,2019-2020,330384.32,327683.66
3_information_technology,2020-2021,298547.94,284223.59
3_information_technology,2021-2022,642165.12,597043.14
9_human_capital,2019-2020,18503.75,18062.98
9_human_capital,2021-2022,10680.76,9795.38
