d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,69699.51,71916.49
11_defence,2017-2018,3092005.83,3190135.94
11_defence,2018-2019,518238.03,524914.28
11_defence,2019-2020,1451413.09,1434416.41
11_defence,2020-2021,602957.97,574209.35
11_defence,2021-2022,81171.34,76868.85
5_transportation_and_logistics,2020-2021,40680.00,38773.49
6_industrial_products_and_services,2017-2018,149221.74,154289.17
6_industrial_products_and_services,2019-2020,292135.48,285467.44
6_industrial_products_and_services,2020-2021,206748.76,197000.04
