d_vendor_name,overall_total
APPLIED ELECTONICS,3669725.15
SOFTCHOICE,3012554.49
BELL CANADA,964278.80
TEKNION,796155.34
ROHDE SCHWARZ CANADA,752735.93
AMAZON,735095.73
ORACLE CANADA,357702.87
DELL COMPUTER,332038.22
MICROSOFT CANADA,289083.87
CISION CANADA,259646.43
IBM CANADA,212188.68
SOLOTECH,179264.89
STONEWORKS TECHNOLOGIES,164389.18
CDW CANADA,116448.09
SOFTSIM TECHNOLOGIES,100800.00
IRON MOUNTAIN,100087.38
SHI CANADA,99887.84
DELOITTE AND TOUCHE,72178.00
COSSETTE COMMUNICATIONS,55025.00
ADVANCED BUSINESS INTERIORS,51714.26
TELUS CANADA,48910.27
RANDSTAD,46110.43
ECLIPSYS SOLUTIONS,36586.30
PALADIN GROUP,34172.52
SHARP ELECTRONICS,33506.86
FREEBALANCE,23539.77
XEROX,17633.50
ONX ENTERPRISE SOLUTIONS,17181.87
MISHKUMI TECHNOLOGIES,15872.26
ENTRUST,10993.18
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,10208.52
PITNEY BOWES,4939.85
