d_vendor_name,overall_total
APPLIED ELECTONICS,3669725.1469027502
SOFTCHOICE,3012554.4899492688
CSI LEASING CANADA,2422914.403944497
CEV,1314697.0774225865
BELL CANADA,964278.7987461598
TERAGO NETWORKS,938096.0837647059
TEKNION,796155.34
CREOS EXPERTS CONSEILS,785636.4676518219
ROHDE SCHWARZ CANADA,752735.9325031133
AKUFEN ATELIER CREATIF,733107.3319260993
FACEBOOK,680716.37
NORTHERN MICRO,659481.5598333332
9117 6479 QUEBEC,595651.01
APPLE CANADA,577846.71
DEPARTEMENT STUDIO CREATIF,499186.8407594937
AMAZON WEB SERVICES CANADA,380159.08875
JAM3,368860.5
AATOAA,365450.05704697984
ORACLE CANADA,357702.8687012987
AMAZON WEB SERVICES,354936.63863013696
TRINIMBUS TECHNOLOGIES,350646.34
NORTH PLAINS SYSTEMS,333911.62
DELL COMPUTER,332038.22369764576
COULEUR POINT TV,321499.756097561
STUDIO CASA RARA,293798.71
MICROSOFT CANADA,289083.874212633
ATEMPO,282497.73
CENTRE FRANCO ONTARIEN DE RESSOURCES PEDAGOGIQUES,277395.3488372093
ARRI CANADA,270254.20999999996
ACCESS INFORMATION PROTECTED,261365.80851851855
CISION CANADA,259646.4275607509
GROUPE LA GUERILLA,247757
CHRISTIE LITES SALES,242938.62
PARADIS RENAUD,237614.7
MINDSTREAM TC PCB,235590.30000000002
DIGITAL FILM TECHNOLOGY,226232.2704950495
HELIX MANAGEMENT CONSULTING SERVICES,222500
INTERGALACTIC AGENCY,221789.75
TRANSQUEBEC AUDIOVISUEL,218260
AFFINITY BRIDGE CONSULTING,216562.5
IBM CANADA,212188.6759322034
SOLLERTIA,203229.06
SONOTECHNIQUE PJL,202377.20984848484
F2 TECHNOLOGIES,180892.2255890411
SOLOTECH,179264.88999999998
RISQ,173905.27833333335
KANVA ARCHITECTURE,166713.75
STONEWORKS TECHNOLOGIES,164389.18186199342
RESONANCE TJL,156709.88
CISION QUEBEC,147446.8217889908
DATROX COMPUTER TECHNOLOGIES,146697.81
FELIX PAUL STUDIOS,143718.77000000002
JUNGLE MEDIA,135670.5
LES SOLUTIONS SPACESAVER,129827.96999999999
2587517 ONTARIO,127652.93999999999
DAINTY PRODUCTIONS,126570.7
CDW CANADA,116448.09
DENMAN DIGITAL,116438.55421686747
RETHINK COMMUNICATIONS,111384.09
LEE HECHT HARRISON KNIGHTSBRIDGE,103521.32303030303
SPB PSYCHOLOGIE ORGANISATIONNELLE,103202
SOFTSIM TECHNOLOGIES,100800
IRON MOUNTAIN CANADA OPERATIONS,100087.38
SHI CANADA,99887.84
NOOTKA STREET FILM COMPANY,98671.31233072915
L ENVOL DES LANGUES,96825.87999999999
MAXSYS GSI CONSULTING,96578.99999999999
ECHAFAUDS PLUS LAVAL,95387.8
RICHTER S E N C R L,94020.38
IMAGES ET TECHNOLOGIE,89127.19
LES PRODUCTIONS ROMEO ET FILS,88964.96
SIM VIDEO INTERNATIONAL,88790.36
BUSINESS INTERIORS ONTARIO,88762.20000000001
GOSSELIN PHOTO VIDEO,88628.88911111112
ESPACES TEMPS MONTREAL,88519.45999999999
AVALON CORPORATE SOLUTIONS,85966.2
CMDN PRODUCTIONS,84360
LES INDUSTRIES NORDESCO,83235.53
GLOBAL MECHANIC MEDIA,82481.25
CLEAR K,79600
OPUS 59 FILMS,79559.8
"NATURALPOINT",76867.76
PING PONG PING,76095.63441860466
ASG TECHNOLOGIES GROUP,75831.16
WESTWORLD COMPUTERS,74716.95999999999
EYESTEEL FILMS,73997.96
SILVERBACK PRODUCTIONS,73975
ARC MOTION CONTROL,73165.96
LA CAMARADERIE,72840.77532467533
DELOITTE AND TOUCHE,72178.00088383838
SERVICES DE GESTION M G,71934.12
CISCO SYSTEMS CAPITAL CANADA LE,71038.22403247633
MEDIALOGIQ SYSTEMS,69939.12925133691
FINALE EDITWORKS,68853.97
CFS CONSULTANTS EN SECURITE,67490.33
SFDS,66804.32
SECURMAX SYSTEMES INTEGRES DE SECU,66697.90999999999
QUADBRIDGE,66257.51
MONIQUE LEBLANC CREATIONS,63270
GROUPE API,61610.414945385855
