d_vendor_name,overall_total
APPLIED ELECTONICS,4812487.50
SOFTCHOICE,3347572.42
BELL CANADA,1031926.87
TEKNION,796155.34
AMAZON,794942.07
ROHDE SCHWARZ CANADA,777339.05
NORTHERN MICRO,661573.55
DELL COMPUTER,616035.30
MICROSOFT CANADA,511320.21
STONEWORKS TECHNOLOGIES,448556.14
ORACLE CANADA,445720.58
CISION CANADA,260999.10
IPSS,245232.64
IBM CANADA,219667.65
SOLOTECH,179264.89
IRON MOUNTAIN,137454.26
CDW CANADA,128603.26
SOFTSIM TECHNOLOGIES,100800.00
SHI CANADA,99887.84
DELOITTE,72360.73
COSSETTE COMMUNICATIONS,55025.00
ADVANCED BUSINESS INTERIORS,51714.26
TELUS CANADA,48910.27
RANDSTAD,46110.43
ECLIPSYS SOLUTIONS,36586.30
PALADIN GROUP,34172.52
SHARP ELECTRONICS,33506.86
XEROX,27833.54
NUA OFFICE,23565.09
FREEBALANCE,23539.77
ONX ENTERPRISE SOLUTIONS,17181.87
MISHKUMI TECHNOLOGIES,15872.26
ENTRUST,10993.18
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,10208.52
PITNEY BOWES,6584.96
