d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,898861.00,921571.65
it_consulting_services,2018-2019,558449.02,567559.56
it_consulting_services,2019-2020,243954.24,242604.41
it_consulting_services,2020-2021,211501.61,200772.00
it_consulting_services,2021-2022,518285.52,478754.14
it_devices_equipment,2017-2018,3513574.63,3598699.24
it_devices_equipment,2018-2019,1328958.10,1347708.32
it_devices_equipment,2019-2020,3195247.27,3163008.70
it_devices_equipment,2020-2021,4309645.90,4081312.43
it_devices_equipment,2021-2022,1984478.06,1827019.05
it_other,2017-2018,2674691.17,2745020.79
it_other,2018-2019,2794597.35,2834721.46
it_other,2019-2020,1661320.30,1647997.54
it_other,2020-2021,1923360.31,1818984.63
it_other,2021-2022,841136.54,773932.67
it_software_licensing,2017-2018,987064.34,1012502.92
it_software_licensing,2018-2019,1118981.11,1136339.43
it_software_licensing,2019-2020,1728217.80,1709955.66
it_software_licensing,2020-2021,1997451.38,1889822.43
it_software_licensing,2021-2022,1685053.84,1560017.03
