d_most_recent_category,total,percentage
3_information_technology,34149019.80,0.7048
2_professional_services,10791767.11,0.2227
10_office_management,2881251.35,0.0595
1_facilities_and_construction,295322.91,0.0061
9_human_capital,259337.95,0.0054
5_transportation_and_logistics,46439.23,0.001
6_industrial_products_and_services,27461.78,6e-4
