d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6029515.63,6215294.53
1_facilities_and_construction,2018-2019,5426909.98,5530629.17
1_facilities_and_construction,2019-2020,5429300.03,5385755.29
1_facilities_and_construction,2020-2021,5398659.98,5141255.56
1_facilities_and_construction,2021-2022,5485719.70,5099090.39
1_facilities_and_construction,2022-2023,5398659.98,4830743.58
11_defence,2019-2020,16022.95,15968.57
11_defence,2022-2023,26406.52,23588.18
2_professional_services,2021-2022,21560.40,19698.89
3_information_technology,2019-2020,19102.42,18903.51
5_transportation_and_logistics,2017-2018,296098.17,304927.34
5_transportation_and_logistics,2018-2019,112715.22,115255.64
5_transportation_and_logistics,2021-2022,23918.85,21622.26
6_industrial_products_and_services,2020-2021,64988.56,61390.11
