d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6029515.628223377
1_facilities_and_construction,2018-2019,5426909.978223378
1_facilities_and_construction,2019-2020,5429300.027478784
1_facilities_and_construction,2020-2021,5398659.978223378
11_defence,2019-2020,16022.949999999999
2_professional_services,2019-2020,19102.420000000002
5_transportation_and_logistics,2017-2018,284975.37
5_transportation_and_logistics,2018-2019,88195.78
6_industrial_products_and_services,2020-2021,64988.560000000005
