d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,117171.45,119049.16
it_consulting_services,2019-2020,172227.92,170854.06
it_consulting_services,2020-2021,201589.35,192177.04
it_consulting_services,2021-2022,171757.35,159687.22
it_consulting_services,2022-2023,171757.35,153689.20
it_software_licensing,2017-2018,472402.62,486464.27
it_software_licensing,2018-2019,446545.24,453722.77
it_software_licensing,2019-2020,683590.02,678763.73
it_software_licensing,2020-2021,600694.93,572351.53
it_software_licensing,2021-2022,1129193.92,1048301.65
it_software_licensing,2022-2023,1721715.45,1536774.87
