d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,26277.97,25652.01
11_defence,2017-2018,41472.69,42744.88
11_defence,2018-2019,41407.45,42162.87
11_defence,2019-2020,42669.00,42324.37
11_defence,2020-2021,7143.00,6731.53
3_information_technology,2017-2018,8427435.72,8683259.45
3_information_technology,2018-2019,9179833.29,9346414.02
3_information_technology,2019-2020,12200756.79,12073011.43
3_information_technology,2020-2021,23952831.58,22871388.09
3_information_technology,2021-2022,17578967.72,16602641.34
9_human_capital,2017-2018,733911.50,756347.14
9_human_capital,2018-2019,677072.50,689448.70
9_human_capital,2019-2020,1854.99,1861.74
9_human_capital,2020-2021,324317.01,310367.06
9_human_capital,2021-2022,460589.13,430328.92
