d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,26277.97
11_defence,2017-2018,33646.55
11_defence,2018-2019,41407.45
11_defence,2019-2020,42669.00
11_defence,2020-2021,7143.00
2_professional_services,2017-2018,7826.14
2_professional_services,2018-2019,24979.78
2_professional_services,2019-2020,47505.20
3_information_technology,2017-2018,8350349.64
3_information_technology,2018-2019,8902373.40
3_information_technology,2019-2020,11938102.81
3_information_technology,2020-2021,23762956.79
9_human_capital,2017-2018,803996.86
9_human_capital,2018-2019,745682.22
9_human_capital,2019-2020,26608.77
9_human_capital,2020-2021,415267.18
