d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,355811.32,364620.82
it_consulting_services,2018-2019,1107725.54,1123764.11
it_consulting_services,2019-2020,918745.46,911586.90
it_consulting_services,2020-2021,234358.12,222781.87
it_consulting_services,2021-2022,137743.00,129625.49
it_devices_equipment,2021-2022,125226.68,116266.09
it_other,2017-2018,85080.79,87287.94
it_other,2018-2019,197424.83,199781.89
it_other,2019-2020,258615.58,256853.19
it_software_licensing,2017-2018,7986543.61,8192158.87
it_software_licensing,2018-2019,7874682.91,7999188.16
it_software_licensing,2019-2020,11023395.75,10899251.50
it_software_licensing,2020-2021,23718473.46,22549716.45
it_software_licensing,2021-2022,17315998.04,16228590.96
