owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,148498.27,152212.05
aafc-aac,2018-2019,243550.48,247302.72
aafc-aac,2019-2020,271200.06,268831.55
aafc-aac,2020-2021,263698.50,250684.99
aafc-aac,2021-2022,121137.67,114019.18
aandc-aadnc,2017-2018,11067.96,11353.77
aandc-aadnc,2018-2019,3396.25,3469.03
aandc-aadnc,2019-2020,102796.01,101321.23
aandc-aadnc,2020-2021,61946.70,58875.55
cbsa-asfc,2017-2018,10596.01,10870.59
cfia-acia,2017-2018,15804.18,16176.72
cfia-acia,2018-2019,805.46,813.39
cfia-acia,2019-2020,17002.22,16835.31
cfia-acia,2020-2021,15501.39,14736.71
cfia-acia,2021-2022,15458.92,14353.83
cgc-ccg,2017-2018,45872.73,47061.02
cgc-ccg,2018-2019,36837.90,37410.19
cgc-ccg,2019-2020,38042.27,37722.88
cic,2017-2018,756666.59,776366.64
cic,2018-2019,700563.69,711601.88
cic,2019-2020,78709.28,78444.80
cic,2020-2021,556244.56,528918.01
cra-arc,2017-2018,588026.40,603188.90
cra-arc,2018-2019,779714.34,792040.63
cra-arc,2019-2020,343696.18,340795.73
cra-arc,2020-2021,292718.82,278279.08
cra-arc,2021-2022,292718.82,271773.32
csc-scc,2017-2018,268739.83,275358.72
csc-scc,2018-2019,98344.12,100130.63
csc-scc,2019-2020,145133.01,143909.09
csc-scc,2020-2021,133202.14,126644.92
csc-scc,2021-2022,135519.85,125822.73
cta-otc,2018-2019,34424.36,34787.60
cta-otc,2019-2020,114864.83,113751.43
cta-otc,2020-2021,91467.31,87188.33
dfatd-maecd,2019-2020,26277.97,25642.03
dfo-mpo,2017-2018,106144.85,108746.49
dfo-mpo,2018-2019,494948.59,502573.77
dnd-mdn,2017-2018,41472.69,42547.87
dnd-mdn,2018-2019,41407.45,42050.14
dnd-mdn,2019-2020,42669.00,42306.65
dnd-mdn,2020-2021,7143.00,6742.85
dnd-mdn,2021-2022,25384.32,22927.12
ec,2017-2018,117137.92,120152.53
ec,2018-2019,86225.61,88095.21
ec,2019-2020,97652.22,96828.96
ec,2020-2021,78346.25,74481.20
ec,2021-2022,88383.25,82059.02
elections,2017-2018,384347.33,394250.38
elections,2018-2019,543788.40,552177.18
elections,2019-2020,423426.84,420373.35
elections,2020-2021,93465.06,88229.14
esdc-edsc,2017-2018,2271658.74,2330909.50
esdc-edsc,2018-2019,1463120.99,1485817.53
esdc-edsc,2019-2020,1927590.91,1906893.89
esdc-edsc,2020-2021,1692703.65,1609187.62
esdc-edsc,2021-2022,1659185.36,1540642.19
fin,2017-2018,495878.27,508732.05
fin,2018-2019,494302.47,501978.60
fin,2019-2020,489209.58,485296.41
fin,2020-2021,344419.28,327752.61
fin,2021-2022,197616.46,183451.36
hc-sc,2017-2018,823818.09,844046.19
hc-sc,2018-2019,918631.07,934937.42
hc-sc,2019-2020,1086692.64,1071874.11
hc-sc,2020-2021,1681758.00,1597991.38
hc-sc,2021-2022,616192.08,563503.56
ic,2017-2018,96478.54,98978.61
ic,2018-2019,14916.00,15106.23
ic,2019-2020,131086.86,129980.62
isc-sac,2020-2021,89479.19,85077.14
isc-sac,2021-2022,156740.71,145497.52
jus,2017-2018,58064.21,59568.48
jus,2018-2019,12550.04,12737.73
jus,2019-2020,10424.83,10336.85
nrc-cnrc,2017-2018,16071.99,16450.84
