d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,19933.2
8_security_and_protection,2017-2018,1980259.0120845921
8_security_and_protection,2018-2019,2068305.803487927
8_security_and_protection,2019-2020,3039083.8229007632
8_security_and_protection,2020-2021,2508798.801526718
